ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,negative regulation of platelet aggregation,10,0,0.9999999999999997,1,
MF,thiamine pyrophosphate transmembrane transporter activity,2,0,0.9999999999999997,1,
CC,RNA polymerase III transcription regulator complex,9,0,0.9999999999999997,1,
BP,cellular response to oxygen-glucose deprivation,8,0,0.9999999999999997,1,
BP,endothelial cell-matrix adhesion via fibronectin,7,0,0.9999999999999997,1,
CC,pigment granule membrane,21,0,0.9999999999999997,1,
BP,craniofacial suture morphogenesis,18,0,0.9999999999999997,1,
BP,neurexin clustering involved in presynaptic membrane assembly,1,0,0.9999999999999997,1,
BP,lens epithelial cell proliferation,2,0,0.9999999999999997,1,
BP,renal filtration,26,0,0.9999999999999997,1,
CC,lamellar body membrane,3,0,0.9999999999999997,1,
BP,hepatocyte apoptotic process,21,0,0.9999999999999997,1,
CC,INO80-type complex,26,0,0.9999999999999997,1,
BP,potassium ion export across plasma membrane,20,0,0.9999999999999997,1,
BP,ciliary basal body-plasma membrane docking,2,0,0.9999999999999997,1,
CC,lumenal side of endoplasmic reticulum membrane,27,0,0.9999999999999997,1,
CC,external side of apical plasma membrane,6,0,0.9999999999999997,1,
BP,imitative learning,6,0,0.9999999999999997,1,
BP,"neurotransmitter receptor transport, endosome to postsynaptic membrane",11,0,0.9999999999999997,1,
CC,postsynaptic early endosome membrane,1,0,0.9999999999999997,1,
CC,perisynaptic extracellular matrix,11,0,0.9999999999999997,1,
CC,"asymmetric, glutamatergic, excitatory synapse",15,0,0.9999999999999997,1,
CC,extrinsic component of postsynaptic early endosome membrane,1,0,0.9999999999999997,1,
CC,extrinsic component of postsynaptic endosome membrane,1,0,0.9999999999999997,1,
BP,modification of postsynaptic structure,21,0,0.9999999999999997,1,
BP,regulation of recycling endosome localization within postsynapse,1,0,0.9999999999999997,1,
BP,trans-synaptic signaling by trans-synaptic complex,7,0,0.9999999999999997,1,
BP,"neurotransmitter receptor transport, endosome to plasma membrane",11,0,0.9999999999999997,1,
BP,tRNA (guanine-N7)-methylation,2,0,0.9999999999999997,1,
BP,regulation of cellular response to osmotic stress,13,0,0.9999999999999997,1,
MF,Ala-tRNA(Thr) hydrolase activity,1,0,0.9999999999999997,1,
CC,tRNA (m7G46) methyltransferase complex,2,0,0.9999999999999997,1,
MF,methylenetetrahydrofolate reductase NADPH activity,1,0,0.9999999999999997,1,
BP,regulation of blood vessel endothelial cell differentiation,3,0,0.9999999999999997,1,
BP,positive regulation of blood vessel endothelial cell differentiation,1,0,0.9999999999999997,1,
BP,cellular response to aldehyde,17,0,0.9999999999999997,1,
BP,negative regulation of lipid transporter activity,3,0,0.9999999999999997,1,
CC,vacuole-isolation membrane contact site,1,0,0.9999999999999997,1,
CC,subapical part of cell,2,0,0.9999999999999997,1,
MF,iron ion sequestering activity,2,0,0.9999999999999997,1,
BP,GCN2-mediated signaling,4,0,0.9999999999999997,1,
MF,ATP-dependent chromatin remodeler activity,36,0,0.9999999999999997,1,
BP,transcription elongation-coupled chromatin remodeling,7,0,0.9999999999999997,1,
MF,histone H3K79 trimethyltransferase activity,1,0,0.9999999999999997,1,
BP,positive regulation of neuron projection arborization,8,0,0.9999999999999997,1,
CC,cerebellar granule cell to Purkinje cell synapse,3,0,0.9999999999999997,1,
BP,microfibril assembly,1,0,0.9999999999999997,1,
BP,positive regulation of potassium ion transmembrane transporter activity,21,0,0.9999999999999997,1,
BP,positive regulation of trophoblast cell migration,7,0,0.9999999999999997,1,
BP,response to cytochalasin B,1,0,0.9999999999999997,1,
BP,regulation of hypoxia-inducible factor-1alpha signaling pathway,2,0,0.9999999999999997,1,
MF,chemoattractant activity involved in axon guidance,2,0,0.9999999999999997,1,
MF,riboflavin binding,1,0,0.9999999999999997,1,
CC,endoribonuclease complex,35,0,0.9999999999999997,1,
BP,positive regulation of alcohol biosynthetic process,27,0,0.9999999999999997,1,
BP,regulation of tau-protein kinase activity,13,0,0.9999999999999997,1,
BP,positive regulation of glycoprotein metabolic process,26,0,0.9999999999999997,1,
BP,regulation of hypoxia-induced intrinsic apoptotic signaling pathway,6,0,0.9999999999999997,1,
BP,negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway,6,0,0.9999999999999997,1,
CC,omegasome membrane,4,0,0.9999999999999997,1,
BP,negative regulation of synaptic vesicle recycling,2,0,0.9999999999999997,1,
BP,negative regulation of protein localization to cilium,3,0,0.9999999999999997,1,
BP,regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,4,0,0.9999999999999997,1,
CC,sweet taste receptor complex,2,0,0.9999999999999997,1,
CC,taste receptor complex,2,0,0.9999999999999997,1,
BP,regulation of actin filament severing,1,0,0.9999999999999997,1,
BP,negative regulation of actin filament severing,1,0,0.9999999999999997,1,
BP,regulation of protein O-linked glycosylation,3,0,0.9999999999999997,1,
BP,positive regulation of protein O-linked glycosylation,3,0,0.9999999999999997,1,
BP,pericyte cell differentiation,11,0,0.9999999999999997,1,
BP,positive regulation of mitotic DNA damage checkpoint,1,0,0.9999999999999997,1,
BP,positive regulation of dopaminergic neuron differentiation,5,0,0.9999999999999997,1,
BP,regulation of telomere capping,26,0,0.9999999999999997,1,
BP,myofibroblast cell apoptotic process,2,0,0.9999999999999997,1,
BP,regulation of myofibroblast cell apoptotic process,2,0,0.9999999999999997,1,
BP,regulation of somatic stem cell population maintenance,12,0,0.9999999999999997,1,
BP,positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,3,0,0.9999999999999997,1,
BP,regulation of endothelial cell-matrix adhesion via fibronectin,7,0,0.9999999999999997,1,
BP,midbrain dopaminergic neuron differentiation,17,0,0.9999999999999997,1,
BP,negative regulation of leukocyte adhesion to vascular endothelial cell,13,0,0.9999999999999997,1,
BP,negative regulation of guanyl-nucleotide exchange factor activity,4,0,0.9999999999999997,1,
BP,cellular response to acetylcholine,33,0,0.9999999999999997,1,
BP,regulation of cardiocyte differentiation,33,0,0.9999999999999997,1,
BP,"response to 3,3',5-triiodo-L-thyronine",4,0,0.9999999999999997,1,
BP,regulation of intestinal epithelial cell development,2,0,0.9999999999999997,1,
CC,exoribonuclease complex,19,0,0.9999999999999997,1,
BP,positive regulation of macrophage migration,26,0,0.9999999999999997,1,
BP,negative regulation of synapse organization,11,0,0.9999999999999997,1,
BP,positive regulation of 3'-UTR-mediated mRNA stabilization,5,0,0.9999999999999997,1,
BP,negative regulation of amyloid fibril formation,13,0,0.9999999999999997,1,
BP,activation of protein kinase C activity,5,0,0.9999999999999997,1,
CC,TRAPPIII protein complex,12,0,0.9999999999999997,1,
CC,iron-sulfur cluster assembly complex,12,0,0.9999999999999997,1,
BP,protein K33-linked ubiquitination,2,0,0.9999999999999997,1,
CC,mitotic spindle microtubule,14,0,0.9999999999999997,1,
CC,CKM complex,5,0,0.9999999999999997,1,
BP,mitochondrial coenzyme A transmembrane transport,1,0,0.9999999999999997,1,
CC,FNIP-folliculin RagC/D GAP,10,0,0.9999999999999997,1,
CC,sperm head plasma membrane,6,0,0.9999999999999997,1,
CC,PET complex,3,0,0.9999999999999997,1,
BP,negative regulation of type B pancreatic cell development,2,0,0.9999999999999997,1,
BP,regulation of male germ cell proliferation,6,0,0.9999999999999997,1,
BP,negative regulation of T-helper 17 cell lineage commitment,3,0,0.9999999999999997,1,
BP,negative regulation of ovarian follicle development,2,0,0.9999999999999997,1,
BP,regulation of DNA topoisomerase (ATP-hydrolyzing) activity,5,0,0.9999999999999997,1,
BP,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,5,0,0.9999999999999997,1,
BP,regulation of oxygen metabolic process,3,0,0.9999999999999997,1,
BP,negative regulation of T cell migration,6,0,0.9999999999999997,1,
BP,negative regulation of monocyte extravasation,2,0,0.9999999999999997,1,
BP,regulation of T cell costimulation,5,0,0.9999999999999997,1,
BP,negative regulation of type B pancreatic cell apoptotic process,6,0,0.9999999999999997,1,
BP,negative regulation of stem cell differentiation,26,0,0.9999999999999997,1,
BP,regulation of grooming behavior,4,0,0.9999999999999997,1,
BP,regulation of glucocorticoid secretion,10,0,0.9999999999999997,1,
BP,regulation of lens epithelial cell proliferation,2,0,0.9999999999999997,1,
BP,positive regulation of lens epithelial cell proliferation,2,0,0.9999999999999997,1,
BP,negative regulation of neuron migration,11,0,0.9999999999999997,1,
BP,histidine biosynthetic process,2,0,0.9999999999999998,1,
CC,"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",6,0,0.9999999999999998,1,
MF,1-phosphatidylinositol-3-phosphate 5-kinase activity,3,0,0.9999999999999998,1,
BP,regulation of transcription from RNA polymerase II promoter by glucose,6,0,0.9999999999999998,1,
BP,positive regulation of transcription from RNA polymerase II promoter by glucose,6,0,0.9999999999999998,1,
BP,box C/D snoRNP assembly,10,0,0.9999999999999998,1,
MF,oxidized base lesion DNA N-glycosylase activity,4,0,0.9999999999999998,1,
BP,DNA recombinase assembly,4,0,0.9999999999999998,1,
MF,adenyl-nucleotide exchange factor activity,15,0,0.9999999999999998,1,
CC,GINS complex,5,0,0.9999999999999998,1,
BP,luteinization,12,0,0.9999999999999998,1,
MF,pancreatic polypeptide receptor activity,3,0,0.9999999999999998,1,
MF,G protein-coupled adenosine receptor activity,5,0,0.9999999999999998,1,
BP,"complement activation, lectin pathway",11,0,0.9999999999999998,1,
BP,regulation of systemic arterial blood pressure by norepinephrine-epinephrine,8,0,0.9999999999999998,1,
BP,extraocular skeletal muscle development,4,0,0.9999999999999998,1,
BP,positive regulation of antimicrobial peptide production,7,0,0.9999999999999998,1,
BP,NK T cell lineage commitment,1,0,0.9999999999999998,1,
BP,positive regulation of acute inflammatory response,28,0,0.9999999999999998,1,
BP,negative regulation of dendritic cell cytokine production,2,0,0.9999999999999998,1,
BP,positive regulation of natural killer cell mediated immune response to tumor cell,7,0,0.9999999999999998,1,
BP,hormonal regulation of the force of heart contraction,1,0,0.9999999999999998,1,
BP,muscular septum morphogenesis,4,0,0.9999999999999998,1,
BP,sinoatrial node development,12,0,0.9999999999999998,1,
BP,heart valve formation,15,0,0.9999999999999998,1,
BP,right ventricular compact myocardium morphogenesis,1,0,0.9999999999999998,1,
BP,growth involved in heart morphogenesis,5,0,0.9999999999999998,1,
MF,gamma-glutamylcyclotransferase activity,3,0,0.9999999999999998,1,
MF,4-aminobutyrate transaminase activity,1,0,0.9999999999999998,1,
MF,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity,3,0,0.9999999999999998,1,
MF,UTP:glucose-1-phosphate uridylyltransferase activity,1,0,0.9999999999999998,1,
MF,glycogen debranching enzyme activity,1,0,0.9999999999999998,1,
MF,4-alpha-glucanotransferase activity,1,0,0.9999999999999998,1,
MF,"amylo-alpha-1,6-glucosidase activity",1,0,0.9999999999999998,1,
MF,glycylpeptide N-tetradecanoyltransferase activity,2,0,0.9999999999999998,1,
MF,ribonuclease P activity,12,0,0.9999999999999998,1,
MF,alpha-amylase activity,5,0,0.9999999999999998,1,
MF,cyclic nucleotide-dependent protein kinase activity,8,0,0.9999999999999998,1,
MF,"selenide, water dikinase activity",2,0,0.9999999999999998,1,
MF,succinate-CoA ligase (ADP-forming) activity,2,0,0.9999999999999998,1,
MF,arginine-tRNA ligase activity,3,0,0.9999999999999998,1,
MF,"tryptophan 2,3-dioxygenase activity",3,0,0.9999999999999998,1,
MF,cAMP-dependent protein kinase inhibitor activity,10,0,0.9999999999999998,1,
MF,cysteine-type endopeptidase inhibitor activity,36,0,0.9999999999999998,1,
MF,alpha1-adrenergic receptor activity,3,0,0.9999999999999998,1,
MF,icosanoid receptor activity,15,0,0.9999999999999998,1,
MF,glucagon receptor activity,2,0,0.9999999999999998,1,
MF,NMDA glutamate receptor activity,8,0,0.9999999999999998,1,
MF,insulin-like growth factor receptor activity,3,0,0.9999999999999998,1,
MF,frizzled binding,37,0,0.9999999999999998,1,
MF,tumor necrosis factor receptor binding,31,0,0.9999999999999998,1,
MF,CD40 receptor binding,2,0,0.9999999999999998,1,
MF,ryanodine-sensitive calcium-release channel activity,4,0,0.9999999999999998,1,
MF,inhibitory extracellular ligand-gated monoatomic ion channel activity,14,0,0.9999999999999998,1,
MF,tricarboxylate secondary active transmembrane transporter activity,1,0,0.9999999999999998,1,
MF,nucleoside:sodium symporter activity,4,0,0.9999999999999998,1,
MF,UDP-glucose transmembrane transporter activity,2,0,0.9999999999999998,1,
MF,FK506 binding,10,0,0.9999999999999998,1,
CC,pericentric heterochromatin,30,0,0.9999999999999998,1,
CC,actomyosin contractile ring,4,0,0.9999999999999998,1,
CC,septin ring,14,0,0.9999999999999998,1,
CC,mitochondrial alpha-ketoglutarate dehydrogenase complex,6,0,0.9999999999999998,1,
BP,regulation of glycogen catabolic process,7,0,0.9999999999999998,1,
BP,disaccharide metabolic process,11,0,0.9999999999999998,1,
BP,fructose catabolic process,3,0,0.9999999999999998,1,
BP,UDP-glucose metabolic process,6,0,0.9999999999999998,1,
BP,D-ribose metabolic process,3,0,0.9999999999999998,1,
BP,isocitrate metabolic process,6,0,0.9999999999999998,1,
BP,"base-excision repair, gap-filling",14,0,0.9999999999999998,1,
BP,arginyl-tRNA aminoacylation,3,0,0.9999999999999998,1,
BP,asparagine catabolic process,1,0,0.9999999999999998,1,
BP,aspartate catabolic process,4,0,0.9999999999999998,1,
BP,glutamate catabolic process,8,0,0.9999999999999998,1,
BP,proline biosynthetic process,6,0,0.9999999999999998,1,
BP,melanin biosynthetic process from tyrosine,4,0,0.9999999999999998,1,
BP,glucosylceramide biosynthetic process,3,0,0.9999999999999998,1,
BP,glucosylceramide catabolic process,4,0,0.9999999999999998,1,
BP,mitochondrial citrate transmembrane transport,1,0,0.9999999999999998,1,
BP,intracellular zinc ion homeostasis,36,0,0.9999999999999998,1,
BP,inflammatory cell apoptotic process,24,0,0.9999999999999998,1,
BP,mitotic chromosome movement towards spindle pole,4,0,0.9999999999999998,1,
BP,ectodermal digestive tract development,2,0,0.9999999999999998,1,
BP,midgut development,11,0,0.9999999999999998,1,
BP,posterior midgut development,2,0,0.9999999999999998,1,
BP,establishment of synaptic specificity at neuromuscular junction,2,0,0.9999999999999998,1,
BP,establishment of blood-nerve barrier,3,0,0.9999999999999998,1,
CC,"guanylate cyclase complex, soluble",3,0,0.9999999999999998,1,
MF,adenylate cyclase binding,12,0,0.9999999999999998,1,
MF,protein tyrosine/threonine phosphatase activity,10,0,0.9999999999999998,1,
CC,katanin complex,5,0,0.9999999999999998,1,
MF,D-aspartate oxidase activity,1,0,0.9999999999999998,1,
MF,histone arginine N-methyltransferase activity,3,0,0.9999999999999998,1,
MF,palmitoyl-(protein) hydrolase activity,10,0,0.9999999999999998,1,
MF,procollagen-lysine 5-dioxygenase activity,3,0,0.9999999999999998,1,
MF,ABC-type xenobiotic transporter activity,14,0,0.9999999999999998,1,
BP,vitamin catabolic process,13,0,0.9999999999999998,1,
BP,glucan catabolic process,19,0,0.9999999999999998,1,
CC,succinate-CoA ligase complex (ADP-forming),2,0,0.9999999999999998,1,
BP,response to absence of light,2,0,0.9999999999999998,1,
BP,photoperiodism,28,0,0.9999999999999998,1,
BP,cell tip growth,1,0,0.9999999999999998,1,
BP,detoxification of copper ion,16,0,0.9999999999999998,1,
CC,chromocenter,14,0,0.9999999999999998,1,
BP,hydrogen peroxide-mediated programmed cell death,17,0,0.9999999999999998,1,
BP,response to alkaline pH,3,0,0.9999999999999998,1,
BP,positive regulation of calcium ion transport into cytosol,13,0,0.9999999999999998,1,
BP,calcitonin catabolic process,1,0,0.9999999999999998,1,
BP,positive regulation of myotube differentiation,17,0,0.9999999999999998,1,
BP,negative regulation of phosphatidylcholine catabolic process,1,0,0.9999999999999998,1,
BP,negative regulation of vitamin D biosynthetic process,5,0,0.9999999999999998,1,
BP,muscle hyperplasia,3,0,0.9999999999999998,1,
MF,glycine transmembrane transporter activity,10,0,0.9999999999999998,1,
MF,L-isoleucine transmembrane transporter activity,3,0,0.9999999999999998,1,
MF,purine nucleoside transmembrane transporter activity,4,0,0.9999999999999998,1,
MF,store-operated calcium channel activity,10,0,0.9999999999999998,1,
MF,pyrimidine- and adenosine-specific:sodium symporter activity,4,0,0.9999999999999998,1,
MF,nucleobase:monoatomic cation symporter activity,4,0,0.9999999999999998,1,
MF,ABC-type fatty-acyl-CoA transporter activity,1,0,0.9999999999999998,1,
BP,fumarate transport,2,0,0.9999999999999998,1,
BP,isoleucine transport,5,0,0.9999999999999998,1,
BP,detection of bacterium,16,0,0.9999999999999998,1,
BP,selenocysteine biosynthetic process,2,0,0.9999999999999998,1,
MF,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,2,0,0.9999999999999998,1,
MF,S-acyltransferase activity,29,0,0.9999999999999998,1,
BP,cytidine to uridine editing,12,0,0.9999999999999998,1,
MF,glycine binding,11,0,0.9999999999999998,1,
MF,malate dehydrogenase activity,8,0,0.9999999999999998,1,
MF,"phosphotransferase activity, paired acceptors",2,0,0.9999999999999998,1,
MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",11,0,0.9999999999999998,1,
MF,"hydrolase activity, acting on acid phosphorus-nitrogen bonds",3,0,0.9999999999999998,1,
MF,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters",18,0,0.9999999999999998,1,
MF,retinal binding,19,0,0.9999999999999998,1,
MF,U6 snRNA binding,14,0,0.9999999999999998,1,
MF,sulfonylurea receptor binding,2,0,0.9999999999999998,1,
BP,N-terminal peptidyl-glycine N-myristoylation,2,0,0.9999999999999998,1,
MF,peptidyl-lysine N6-myristoyltransferase activity,2,0,0.9999999999999998,1,
BP,peptidyl-cysteine methylation,1,0,0.9999999999999998,1,
BP,protein oxidation,13,0,0.9999999999999998,1,
BP,dibenzo-p-dioxin metabolic process,4,0,0.9999999999999998,1,
BP,intracellular transport of viral protein in host cell,2,0,0.9999999999999998,1,
BP,viral genome packaging,2,0,0.9999999999999998,1,
BP,viral RNA genome packaging,2,0,0.9999999999999998,1,
BP,glucose 1-phosphate metabolic process,1,0,0.9999999999999998,1,
BP,alditol catabolic process,7,0,0.9999999999999998,1,
BP,choline metabolic process,6,0,0.9999999999999998,1,
BP,nitrogen utilization,4,0,0.9999999999999998,1,
CC,B cell receptor complex,5,0,0.9999999999999998,1,
BP,cranial nerve maturation,3,0,0.9999999999999998,1,
BP,lateral geniculate nucleus development,1,0,0.9999999999999998,1,
BP,smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,2,0,0.9999999999999998,1,
BP,neuronal-glial interaction involved in cerebral cortex radial glia guided migration,2,0,0.9999999999999998,1,
BP,layer formation in cerebral cortex,14,0,0.9999999999999998,1,
BP,cerebral cortex GABAergic interneuron fate commitment,2,0,0.9999999999999998,1,
CC,mitochondrial crista,8,0,0.9999999999999998,1,
MF,polysaccharide binding,25,0,0.9999999999999998,1,
MF,nuclear estrogen receptor activity,4,0,0.9999999999999998,1,
MF,protein tyrosine kinase activator activity,32,0,0.9999999999999998,1,
BP,fructosamine metabolic process,2,0,0.9999999999999998,1,
BP,fatty acid elongation,13,0,0.9999999999999998,1,
BP,symbiont intracellular protein transport in host,2,0,0.9999999999999998,1,
CC,Noc1p-Noc2p complex,1,0,0.9999999999999998,1,
CC,Noc2p-Noc3p complex,1,0,0.9999999999999998,1,
MF,kininogen binding,1,0,0.9999999999999998,1,
MF,histone H3K14 deacetylase activity,2,0,0.9999999999999998,1,
CC,septin complex,14,0,0.9999999999999998,1,
BP,septin ring organization,2,0,0.9999999999999998,1,
BP,phosphatidylinositol catabolic process,2,0,0.9999999999999998,1,
BP,"post-translational protein targeting to membrane, translocation",8,0,0.9999999999999998,1,
BP,auditory behavior,12,0,0.9999999999999998,1,
MF,alkali metal ion binding,19,0,0.9999999999999998,1,
CC,box C/D RNP complex,6,0,0.9999999999999998,1,
BP,slow-twitch skeletal muscle fiber contraction,2,0,0.9999999999999998,1,
BP,activation of phospholipase D activity,4,0,0.9999999999999998,1,
MF,D4 dopamine receptor binding,1,0,0.9999999999999998,1,
MF,corticotropin hormone receptor binding,2,0,0.9999999999999998,1,
MF,type 5 melanocortin receptor binding,2,0,0.9999999999999998,1,
MF,type 1 neuromedin U receptor binding,1,0,0.9999999999999998,1,
MF,type 2 neuromedin U receptor binding,1,0,0.9999999999999998,1,
MF,myosin heavy chain binding,12,0,0.9999999999999998,1,
CC,integrator complex,18,0,0.9999999999999998,1,
BP,positive regulation of endodeoxyribonuclease activity,4,0,0.9999999999999998,1,
BP,sequestering of zinc ion,4,0,0.9999999999999998,1,
CC,4-aminobutyrate transaminase complex,1,0,0.9999999999999998,1,
MF,succinate-semialdehyde dehydrogenase binding,1,0,0.9999999999999998,1,
BP,negative regulation of endoplasmic reticulum calcium ion concentration,8,0,0.9999999999999998,1,
BP,detection of lipopolysaccharide,5,0,0.9999999999999998,1,
MF,adenyl deoxyribonucleotide binding,2,0,0.9999999999999998,1,
CC,growth cone membrane,8,0,0.9999999999999998,1,
BP,positive regulation of interleukin-16 production,1,0,0.9999999999999998,1,
BP,regulation of natural killer cell proliferation,12,0,0.9999999999999998,1,
CC,dendrite cytoplasm,27,0,0.9999999999999998,1,
MF,palmitoyl-CoA 9-desaturase activity,1,0,0.9999999999999998,1,
BP,regulation of collagen biosynthetic process,37,0,0.9999999999999998,1,
CC,protein-lipid complex,39,0,0.9999999999999998,1,
BP,negative regulation of peptidyl-serine phosphorylation of STAT protein,3,0,0.9999999999999998,1,
BP,positive regulation of peptidyl-serine phosphorylation of STAT protein,20,0,0.9999999999999998,1,
BP,asparagine catabolic process via L-aspartate,1,0,0.9999999999999998,1,
MF,MAP kinase tyrosine phosphatase activity,10,0,0.9999999999999998,1,
MF,DNA/RNA helicase activity,4,0,0.9999999999999998,1,
MF,24-hydroxycholesterol 7alpha-hydroxylase activity,3,0,0.9999999999999998,1,
MF,cyanocobalamin reductase (cyanide-eliminating) activity,1,0,0.9999999999999998,1,
MF,ABC-type sterol transporter activity,2,0,0.9999999999999998,1,
MF,protein kinase A regulatory subunit binding,25,0,0.9999999999999998,1,
BP,negative regulation of type III interferon production,2,0,0.9999999999999998,1,
MF,4-aminobutyrate:2-oxoglutarate transaminase activity,1,0,0.9999999999999998,1,
BP,negative regulation of lipoprotein oxidation,1,0,0.9999999999999998,1,
MF,phosphatidylcholine phospholipase C activity,1,0,0.9999999999999998,1,
CC,proteasome storage granule,2,0,0.9999999999999998,1,
CC,integrin alphav-beta6 complex,2,0,0.9999999999999998,1,
BP,endothelin maturation,1,0,0.9999999999999998,1,
CC,Swi5-Swi2 complex,1,0,0.9999999999999998,1,
CC,SPOTS complex,4,0,0.9999999999999998,1,
MF,selenocysteine insertion sequence binding,4,0,0.9999999999999998,1,
MF,carbohydrate response element binding,1,0,0.9999999999999998,1,
MF,peptidyl-cysteine S-nitrosylase activity,1,0,0.9999999999999998,1,
MF,RNA stem-loop binding,16,0,0.9999999999999998,1,
BP,ceramide transport,16,0,0.9999999999999998,1,
BP,posterior lateral line neuromast hair cell development,1,0,0.9999999999999998,1,
BP,"CD8-positive, alpha-beta T cell extravasation",3,0,0.9999999999999998,1,
BP,T-helper 1 cell cytokine production,8,0,0.9999999999999998,1,
MF,chemokine (C-C motif) ligand 19 binding,1,0,0.9999999999999998,1,
MF,chemokine (C-C motif) ligand 21 binding,1,0,0.9999999999999998,1,
BP,cell chemotaxis to fibroblast growth factor,11,0,0.9999999999999998,1,
BP,ascending aorta development,5,0,0.9999999999999998,1,
BP,rRNA import into mitochondrion,3,0,0.9999999999999998,1,
BP,very long-chain fatty-acyl-CoA catabolic process,1,0,0.9999999999999998,1,
BP,response to stem cell factor,4,0,0.9999999999999998,1,
BP,cellular response to stem cell factor stimulus,4,0,0.9999999999999998,1,
BP,swimming behavior,2,0,0.9999999999999998,1,
BP,dendritic cell migration,32,0,0.9999999999999998,1,
BP,lymphocyte adhesion to endothelial cell of high endothelial venule,1,0,0.9999999999999998,1,
MF,proteasome-activating activity,6,0,0.9999999999999998,1,
MF,histone H3K14 acetyltransferase activity,9,0,0.9999999999999998,1,
CC,CHOP-C/EBP complex,3,0,0.9999999999999998,1,
BP,Kit signaling pathway,4,0,0.9999999999999998,1,
BP,chemokine (C-C motif) ligand 19 signaling pathway,1,0,0.9999999999999998,1,
MF,C-C motif chemokine 19 receptor activity,1,0,0.9999999999999998,1,
MF,C-C motif chemokine 21 receptor activity,1,0,0.9999999999999998,1,
BP,cell migration involved in gastrulation,15,0,0.9999999999999998,1,
BP,"vacuole fusion, non-autophagic",1,0,0.9999999999999998,1,
BP,DNA protection,6,0,0.9999999999999998,1,
BP,error-free postreplication DNA repair,1,0,0.9999999999999998,1,
CC,zymogen granule membrane,12,0,0.9999999999999998,1,
CC,photoreceptor outer segment membrane,16,0,0.9999999999999998,1,
BP,flavin-containing compound catabolic process,1,0,0.9999999999999998,1,
BP,positive regulation of circadian rhythm,18,0,0.9999999999999998,1,
BP,negative regulation of circadian rhythm,12,0,0.9999999999999998,1,
BP,glucocorticoid receptor signaling pathway,13,0,0.9999999999999998,1,
MF,neuromedin U receptor binding,1,0,0.9999999999999998,1,
BP,D-alanine transport,1,0,0.9999999999999998,1,
BP,D-serine transport,1,0,0.9999999999999998,1,
CC,isoamylase complex,1,0,0.9999999999999998,1,
BP,thermotaxis,2,0,0.9999999999999998,1,
BP,cellular metabolic compound salvage,31,0,0.9999999999999998,1,
BP,regulation of GTP cyclohydrolase I activity,1,0,0.9999999999999998,1,
BP,negative regulation of GTP cyclohydrolase I activity,1,0,0.9999999999999998,1,
BP,positive regulation of vascular permeability,18,0,0.9999999999999998,1,
CC,axon hillock,7,0,0.9999999999999998,1,
BP,negative regulation of mast cell degranulation,6,0,0.9999999999999998,1,
MF,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",1,0,0.9999999999999998,1,
BP,"negative regulation of CD4-positive, alpha-beta T cell differentiation",23,0,0.9999999999999998,1,
MF,"2-decaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",1,0,0.9999999999999998,1,
CC,nuclear replication fork,34,0,0.9999999999999998,1,
BP,regulation of DNA methylation,21,0,0.9999999999999998,1,
BP,AMP salvage,5,0,0.9999999999999998,1,
MF,ubiquitin-like protein conjugating enzyme binding,37,0,0.9999999999999998,1,
MF,GTP cyclohydrolase binding,1,0,0.9999999999999998,1,
CC,nuclear pore central transport channel,6,0,0.9999999999999998,1,
BP,regulation of single stranded viral RNA replication via double stranded DNA intermediate,19,0,0.9999999999999998,1,
CC,type III intermediate filament,3,0,0.9999999999999998,1,
MF,keratan sulfotransferase activity,2,0,0.9999999999999998,1,
BP,positive regulation of cyclin-dependent protein serine/threonine kinase activity,15,0,0.9999999999999998,1,
BP,positive regulation of sister chromatid cohesion,9,0,0.9999999999999998,1,
BP,positive regulation of catecholamine metabolic process,6,0,0.9999999999999998,1,
BP,positive regulation of dopamine metabolic process,6,0,0.9999999999999998,1,
BP,negative regulation of glucose import,16,0,0.9999999999999998,1,
BP,negative regulation of alpha-beta T cell differentiation,28,0,0.9999999999999998,1,
MF,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity,2,0,0.9999999999999998,1,
MF,betaine-homocysteine S-methyltransferase activity,1,0,0.9999999999999998,1,
MF,1-acylglycerophosphocholine O-acyltransferase activity,8,0,0.9999999999999998,1,
MF,2-acylglycerophosphocholine O-acyltransferase activity,1,0,0.9999999999999998,1,
MF,(S)-3-amino-2-methylpropionate transaminase activity,1,0,0.9999999999999998,1,
MF,alkylglycerophosphoethanolamine phosphodiesterase activity,1,0,0.9999999999999998,1,
MF,calcium-dependent phospholipase A2 activity,17,0,0.9999999999999998,1,
MF,butyrate-CoA ligase activity,9,0,0.9999999999999998,1,
