ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,hexose transmembrane transport,120,1,0.6602007679659687,1,PRKCB
BP,nitrogen compound transport,2050,17,0.6602617987131223,1,"CHP1,PARK7,MON2,ZC3H3,EXOC6B,BICD2,VPS39,SERINC5,UBAC2,SLC16A12,PAM16,TVP23B,NDFIP2,PRKCB,SLC12A4,ARHGEF5,SNX21,SLC12A6"
CC,nuclear envelope,487,4,0.6605293326730234,1,"BICD2,GRK5,FZR1,DST"
BP,positive regulation of MAPK cascade,473,4,0.6605534047261677,1,"AKAP13,SH3RF1,ARHGEF5,AXIN1"
BP,positive regulation of nervous system development,290,3,0.6607438347551052,1,"FBXW8,PRKCH,DLG5"
BP,regulation of heart rate,102,1,0.6617222997554464,1,PDE4D
BP,skeletal system development,526,5,0.6617448082158576,1,"AKAP13,NFIA,CREB3L2,THRA,MCPH1"
BP,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",306,2,0.6619693595268992,1,"GEMIN5,PNN"
BP,"mRNA splicing, via spliceosome",306,2,0.6619693595268992,1,"GEMIN5,PNN"
BP,proton transmembrane transport,149,1,0.6628579495760545,1,CHP1
MF,chromatin DNA binding,119,1,0.6635486014112044,1,THRA
BP,muscle cell migration,110,1,0.6636300439993392,1,BIN3
BP,canonical Wnt signaling pathway,313,3,0.6636405529362528,1,"UBAC2,SMURF2,AXIN1,BTRC"
BP,regulation of phosphorylation,1044,9,0.6638152063157106,1,"CHP1,PARK7,IL20,PDE4D,CAB39,HEG1,SMYD3,ARHGEF5,AXIN1"
BP,negative regulation of monoatomic ion transport,133,1,0.6640826180380514,1,CAB39
BP,regulation of gliogenesis,110,1,0.6640845329655831,1,PRKCH
BP,cardiac conduction,97,1,0.6641466825478761,1,PDE4D
BP,cardiac cell development,93,1,0.6641471540890211,1,MAML1
BP,DNA-templated transcription elongation,134,1,0.6644633410655825,1,AXIN1
BP,vesicle fusion,117,1,0.6649724345204377,1,VPS39
BP,mitotic nuclear division,273,2,0.6650518205689804,1,"NFIA,ANAPC11"
BP,"RNA splicing, via transesterification reactions",310,2,0.6652845580434357,1,"GEMIN5,PNN"
BP,regulation of stress fiber assembly,93,1,0.6653328291561358,1,ARHGEF5
BP,regulation of ncRNA transcription,92,1,0.6657542679042406,1,ETS1
BP,regulation of endopeptidase activity,287,2,0.6663056496395761,1,"PARK7,SH3RF1"
MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",136,1,0.6664512220825928,1,NDST2
BP,positive regulation of cell cycle phase transition,118,1,0.6666522047765191,1,ANAPC11
BP,negative regulation of cell motility,387,3,0.6668209011578367,1,"PATZ1,ADIPOR1,RIN3,DLG5"
BP,synaptic vesicle exocytosis,95,1,0.6670118433664031,1,PRKCB
BP,myoblast differentiation,110,1,0.6676508626624038,1,MAML1
MF,cytokine binding,140,1,0.6678286802967781,1,PARK7
BP,response to unfolded protein,136,1,0.6680041160469055,1,CREB3L2
BP,positive regulation of peptide hormone secretion,109,1,0.6682577122636826,1,PRKCB
BP,organelle membrane fusion,119,1,0.669032708746256,1,VPS39
BP,positive regulation of cell differentiation,887,8,0.6694194826558981,1,"ETS1,FBXW8,METRNL,INPP5D,IL20,PRKCH,RREB1,MAML1"
BP,monosaccharide transmembrane transport,123,1,0.6694991412554899,1,PRKCB
BP,cell motility,1796,16,0.6698217314575613,1,"ETS1,PATZ1,AUTS2,B4GALT1,OGDH,ADIPOR1,CKLF,BIN3,PTAFR,SH3RF1,RREB1,SMURF2,DST,ARHGEF5,RIN3,DLG5,CD9"
CC,endocytic vesicle,344,3,0.6698596287670331,1,"ENTPD7,RIN3,CD9"
BP,leukocyte differentiation,618,5,0.6699071647982421,1,"PATZ1,INPP5D,IL20,ENTPD7,SH3RF1,GAB2"
CC,microtubule,463,4,0.6702498312135812,1,"KIF1B,CCDC57,DST,CSTPP1"
BP,intracellular receptor signaling pathway,351,3,0.6705852236725327,1,"PARK7,TRERF1,THRA"
BP,autophagosome organization,120,1,0.6712777723649441,1,MTMR3
BP,central nervous system neuron development,89,1,0.6718164223036731,1,OGDH
BP,secretion by cell,822,7,0.6718277594510508,1,"PARK7,EXOC6B,PNKD,TVP23B,CKLF,PRKCB,PTAFR,GAB2"
BP,positive regulation of cell activation,389,3,0.6719578540600225,1,"INPP5D,PTAFR,GAB2"
BP,protein localization to extracellular region,374,3,0.6724585312093843,1,"PARK7,TVP23B,PRKCB"
BP,pyruvate metabolic process,118,1,0.6725459744129251,1,OGDH
BP,negative regulation of DNA metabolic process,145,1,0.6726510925047686,1,DPPA3
BP,biological_process,18000,138,0.6727021096130343,1,"LPCAT3,PATJ,CEL,SCGN,AKAP13,CHP1,PARK7,CLC,CDYL2,TLDC2,ACSM6,TTC7B,DLST,DNMT3A,DSC1,ETFB,ETS1,ALDH2,ACSL1,FARSA,ZNRF2,FKBP1A,AAK1,HMGXB3,MON2,KIF1B,ZZEF1,ZC3H3,RHOBTB2,EXOC6B,DENND5A,BICD2,VPS39,UBR4,RYBP,PATZ1,SERINC5,ZNF521,GEMIN5,PNKD,AUTS2,PITPNC1,FBXW8,EHF,B4GALT1,CCDC57,KANSL1,METRNL,GRK5,ZC3H7A,ZBTB48,IGSF3,UBAC2,DPPA3,INPP5D,ITIH1,SLC16A12,BOLA3,ZNF662,LCAT,PPP1R12B,NFIA,OGDH,P2RY2,IL20,ISOC1,PAM16,TVP23B,ADIPOR1,CKLF,FZR1,PDE4D,PDE6A,ANAPC11,CAB39,GATB,PNN,NDFIP2,TRAPPC14,PRG2,PRKCB,TRERF1,PRKCH,GLT8D1,BIN3,GNG12,ENTPD7,SLC45A4,PTAFR,SLC24A3,PTH2R,GRAMD1B,HEG1,SH3RF1,EP400,PTPRE,RALGDS,RPS6KA2,RREB1,TMBIM1,SMURF2,SMYD3,CREB3L2,SLC12A4,DST,THRA,TKT,TRIO,UBE2G1,TRIM26,ZNF215,RNF103,SLMAP,CSTPP1,MCPH1,ARHGEF5,RIN3,SLC66A2,OPA3,NPRL3,AKAP1,CAPG,AXIN1,ANXA9,TMEM117,MRPL45,MAP4K3,ZNRF1,NDST2,URI1,CREG1,MTMR3,BTRC,RPS6KA4,SNX21,DLG5,MAPKAPK2,CD9,BABAM2,RNF144A,MAML1,GAB2,SLC12A6"
BP,epithelial cell migration,371,3,0.6727618907138664,1,"ETS1,PATZ1,ADIPOR1,RREB1"
BP,regulation of neurotransmitter transport,98,1,0.6729395534580715,1,"PNKD,PRKCB"
CC,melanosome,112,1,0.672976597063228,1,CAPG
CC,pigment granule,112,1,0.672976597063228,1,CAPG
BP,amide biosynthetic process,979,6,0.6732512593205797,1,"ACSL1,FARSA,GEMIN5,GATB,PTAFR,MRPL45"
BP,regulation of protein localization to plasma membrane,108,1,0.6732666579941999,1,"PRKCH,TMBIM1"
MF,inorganic molecular entity transmembrane transporter activity,678,6,0.6733180800427984,1,"CHP1,SLC45A4,SLC24A3,SLC12A4,ANXA9,SLC12A6"
BP,cellular response to nutrient levels,248,2,0.6740713248730967,1,"NPRL3,MTMR3"
BP,positive regulation of peptide secretion,111,1,0.6742047240044216,1,PRKCB
BP,positive regulation of leukocyte mediated immunity,149,1,0.674695669158274,1,PTAFR
BP,negative regulation of leukocyte cell-cell adhesion,151,1,0.6747208990450375,1,DLG5
CC,nuclear outer membrane-endoplasmic reticulum membrane network,1196,9,0.6750438550939991,1,"LPCAT3,ACSL1,FKBP1A,BICD2,UBAC2,DIPK1A,GRAMD1B,CREB3L2,DST,TKT,RNF103"
BP,smooth muscle contraction,109,1,0.675252476758698,1,PTAFR
BP,cerebellum development,101,1,0.675562128530795,1,OGDH
MF,transporter activity,1214,10,0.6756041808972308,1,"CHP1,SERINC5,PITPNC1,SLC16A12,SLC45A4,SLC24A3,GRAMD1B,SLC12A4,ANXA9,SLC12A6"
BP,olefinic compound metabolic process,162,1,0.6757300187254958,1,CEL
BP,negative regulation of cell cycle phase transition,277,2,0.6759125147902754,1,"FZR1,BABAM2"
CC,synaptic vesicle,213,2,0.6768275818470391,1,"KIF1B,ZNRF1"
BP,regulation of system process,557,5,0.677266879612897,1,"LPCAT3,PPP1R12B,PDE4D,PTAFR,THRA"
BP,regulation of cell size,187,2,0.677372815591778,1,"SLC12A4,SLC12A6"
MF,"ATP-dependent activity, acting on DNA",120,1,0.6775882020914483,1,EP400
BP,epithelium migration,374,3,0.6779175583659052,1,"ETS1,PATZ1,ADIPOR1,RREB1"
BP,positive regulation of gene expression,1190,9,0.6781227965364789,1,"PARK7,ETS1,PDE4D,PRG2,PTAFR,SLC24A3,HEG1,RPS6KA2,MAPKAPK2"
BP,regulation of cell-cell adhesion,490,4,0.6781852855945872,1,"ETS1,PTAFR,DLG5,CD9"
BP,regulation of epithelial to mesenchymal transition,111,1,0.6783624979554128,1,ADIPOR1
BP,inorganic ion transmembrane transport,922,8,0.6783794478685604,1,"CHP1,FKBP1A,PDE4D,CAB39,SLC24A3,SLC12A4,SLMAP,ANXA9,SLC12A6"
BP,long-term synaptic potentiation,106,1,0.6784163091033031,1,SCGN
CC,extracellular region,4297,30,0.679427743692189,1,"PATJ,CEL,SCGN,CHP1,PARK7,DSC1,ALDH2,MON2,SERINC5,B4GALT1,METRNL,ITIH1,LCAT,IL20,CKLF,CAB39,GFOD1,PRG2,PRKCB,PRKCH,GNG12,HEG1,RREB1,TMBIM1,TKT,UBE2G1,CAPG,ANXA9,CREG1,MAPKAPK2,CD9"
CC,PML body,107,1,0.6803151679154706,1,PARK7
MF,mRNA 3'-UTR binding,254,1,0.6822995183154072,1,GEMIN5
BP,B cell activation,276,2,0.6825558165775378,1,"INPP5D,PRKCB"
MF,"catalytic activity, acting on a nucleic acid",602,4,0.6828436562693443,1,"DNMT3A,FARSA,GATB,EP400"
BP,"negative regulation of gene expression, epigenetic",117,1,0.6831944714291968,1,DNMT3A
BP,vasculature development,831,7,0.6834732171821319,1,"ETS1,FBXW8,B4GALT1,PRKCB,HEG1,NPRL3,SLC12A6"
BP,tissue migration,379,3,0.6848758751960387,1,"ETS1,PATZ1,ADIPOR1,RREB1"
CC,secretory granule lumen,320,2,0.6851302241085209,1,"CAB39,CREG1"
BP,positive regulation of translation,141,1,0.6854275403738841,1,PTAFR
BP,regulation of cellular response to growth factor stimulus,357,3,0.6855064208579467,1,"FKBP1A,PRKCB,SMURF2,AXIN1"
BP,regulation of mitotic cell cycle,520,4,0.68598376724195,1,"CCDC57,FZR1,ANAPC11,BABAM2"
MF,cytokine activity,237,1,0.6863619416634632,1,"IL20,CKLF"
MF,amide binding,383,3,0.6865414877964465,1,"FKBP1A,PTH2R,BABAM2,MAML1"
BP,positive regulation of leukocyte migration,146,1,0.68715402030295325,1,PTAFR
BP,carbohydrate transmembrane transport,134,1,0.6873384311202588,1,PRKCB
BP,gland development,441,4,0.6876045562860446,1,"IGSF3,RREB1,THRA,BTRC"
BP,microtubule bundle formation,125,1,0.6883896667858966,1,CHP1
BP,negative regulation of nitrogen compound metabolic process,2369,19,0.6884046556494857,1,"CHP1,PARK7,CDYL2,DNMT3A,FKBP1A,RYBP,PATZ1,DPPA3,PDE4D,TRERF1,HEG1,SH3RF1,RREB1,SMURF2,THRA,MCPH1,AXIN1,URI1,CREG1,BTRC,MAPKAPK2"
BP,response to oxygen-containing compound,1798,15,0.6885319281824751,1,"PARK7,DNMT3A,ACSL1,P2RY2,ADIPOR1,PRKCB,TRERF1,PTAFR,GRAMD1B,SH3RF1,PTPRE,RPS6KA2,SMYD3,MAPKAPK2,SLC12A6"
BP,negative regulation of cellular response to growth factor stimulus,127,1,0.6885906352999577,1,SMURF2
BP,regulation of hormone levels,535,4,0.6887046577567785,1,"CEL,PARK7,PRKCB,NDST2"
BP,positive regulation of plasma membrane bounded cell projection assembly,110,1,0.6887929019275483,1,AUTS2
BP,morphogenesis of a branching structure,203,2,0.6888138415370986,1,"BTRC,DLG5"
CC,9+0 non-motile cilium,130,1,0.6889690213487116,1,PDE6A
BP,lymphocyte activation,781,6,0.6890113995793105,1,"CLC,FKBP1A,PATZ1,INPP5D,PRKCB,ENTPD7,SH3RF1,DLG5"
BP,positive regulation of catalytic activity,927,8,0.6890346901514556,1,"PARK7,SERINC5,FZR1,CAB39,RALGDS,ARHGEF5,AXIN1,BTRC"
BP,cell division,637,5,0.6890955638029712,1,"EXOC6B,FZR1,ANAPC11,BIN3,BABAM2"
BP,ncRNA metabolic process,626,4,0.6892698644680274,1,"ETS1,FARSA,ZC3H7A,GATB"
BP,cilium assembly,376,3,0.6894348474170677,1,"FBXW8,CCDC57,TRAPPC14"
BP,localization within membrane,688,6,0.6905746129434152,1,"CHP1,TTC7B,EXOC6B,VPS39,PRKCH,TMBIM1,SLMAP"
CC,cytoplasmic vesicle lumen,323,2,0.6907003899855063,1,"CAB39,CREG1"
CC,serine/threonine protein kinase complex,127,1,0.6914241275549788,1,CAB39
BP,regulation of chromosome segregation,131,1,0.6915613472112825,1,ANAPC11
BP,bone development,212,2,0.6915940924512658,1,"AKAP13,MCPH1"
CC,Golgi apparatus subcompartment,374,3,0.6921650734485703,1,"DENND5A,B4GALT1,SLC66A2"
CC,plasma membrane bounded cell projection cytoplasm,252,2,0.6927106041896082,1,"KIF1B,DST"
BP,tissue morphogenesis,630,6,0.6929475096703102,1,"FKBP1A,HEG1,RREB1,SMURF2,AXIN1,BTRC,DLG5"
BP,negative regulation of defense response,318,2,0.6933467071299799,1,"LPCAT3,METRNL"
BP,cellular response to nitrogen compound,688,6,0.6938169395334077,1,"DNMT3A,P2RY2,ADIPOR1,PRKCB,PTAFR,PTPRE"
BP,cell fate specification,110,1,0.6945458493904703,1,NFIA
CC,ribosome,232,1,0.6948579458178312,1,MRPL45
BP,mRNA processing,483,3,0.694932989197335,1,"ZC3H3,GEMIN5,PNN"
CC,vesicle lumen,324,2,0.6955114670055308,1,"CAB39,CREG1"
BP,peptide hormone secretion,241,2,0.6958709989560972,1,"PARK7,PRKCB"
BP,nucleoside triphosphate metabolic process,173,1,0.6960548042143642,1,ENTPD7
BP,regulation of peptidase activity,311,2,0.6962614445733852,1,"PARK7,SH3RF1"
CC,extrinsic component of membrane,204,2,0.6966311284114275,1,"GNG12,TRIO"
BP,acylglycerol metabolic process,133,1,0.696663664364452,1,ACSL1
BP,neurotransmitter transport,206,2,0.697099478242449,1,"PARK7,PNKD,PRKCB"
BP,substrate adhesion-dependent cell spreading,100,1,0.697549010292202,1,RREB1
BP,monosaccharide metabolic process,261,2,0.6976030431796578,1,"B4GALT1,ADIPOR1"
BP,artery development,111,1,0.6979052063180138,1,NPRL3
BP,gliogenesis,338,3,0.6980594986417963,1,"NFIA,PRKCH,CD9"
BP,system process,2253,17,0.6983864665310028,1,"LPCAT3,CEL,AKAP13,PNKD,SLC16A12,PPP1R12B,P2RY2,PDE4D,PDE6A,PTAFR,SLC24A3,HEG1,RPS6KA2,THRA,SLMAP,OPA3,AXIN1,NDST2"
BP,regulation of double-strand break repair,132,1,0.6991523033044759,1,EP400
BP,regulation of BMP signaling pathway,121,1,0.6997186947884372,1,SMURF2
CC,basement membrane,90,1,0.7000873673521242,1,DST
BP,regulation of generation of precursor metabolites and energy,137,1,0.7006382494293713,1,PARK7
BP,neutral lipid metabolic process,134,1,0.7007548147140172,1,ACSL1
BP,response to amino acid,126,1,0.7012021434425662,1,DNMT3A
BP,miRNA metabolic process,104,1,0.7013405479148568,1,ETS1
BP,leukocyte cell-cell adhesion,416,3,0.7022163052583275,1,"ETS1,PTAFR,DLG5"
BP,regulation of pattern recognition receptor signaling pathway,142,1,0.7029410292045846,1,ZNRF1
MF,protein tyrosine kinase binding,122,1,0.704855368411331,1,GAB2
BP,regulation of tube diameter,145,1,0.7062921350406541,1,P2RY2
BP,blood vessel diameter maintenance,145,1,0.7062921350406541,1,P2RY2
BP,actin-mediated cell contraction,105,1,0.7064083780040049,1,PDE4D
MF,organic cyclic compound binding,6226,48,0.7064773430421791,1,"PARK7,ACSM6,DNMT3A,ETS1,ALDH2,ACSL1,FARSA,FKBP1A,AAK1,HMGXB3,KIF1B,ZC3H3,RHOBTB2,RYBP,PATZ1,ZNF521,GEMIN5,EHF,GRK5,ZC3H7A,ZBTB48,ZNF662,NFIA,OGDH,PDE4D,GATB,PNN,GFOD1,PRKCB,TRERF1,PRKCH,GRAMD1B,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SLC12A4,THRA,TKT,TRIO,UBE2G1,TRIM26,ZNF215,ARHGEF5,AKAP1,MRPL45,MAP4K3,RPS6KA4,MAPKAPK2"
BP,plasma membrane bounded cell projection assembly,576,5,0.7067670536503465,1,"AUTS2,FBXW8,CCDC57,TRAPPC14,BIN3"
BP,activation of GTPase activity,103,1,0.7069724469867537,1,ARHGEF5
BP,platelet activation,133,1,0.7070737269751419,1,CD9
BP,metencephalon development,111,1,0.7071655780513555,1,OGDH
CC,endoplasmic reticulum-Golgi intermediate compartment,134,1,0.708072162950544,1,CHP1
BP,regulation of tube size,146,1,0.7083938521659867,1,P2RY2
BP,peptide secretion,246,2,0.7086374454181036,1,"PARK7,PRKCB"
CC,cellular anatomical entity,18536,142,0.7095401552054421,1,"LPCAT3,PATJ,CEL,SCGN,AKAP13,CHP1,PARK7,CLC,CDYL2,TLDC2,ACSM6,TTC7B,DLST,DNMT3A,DSC1,PLD5,ETFB,ETS1,ALDH2,ACSL1,FARSA,ZNRF2,FKBP1A,AAK1,HMGXB3,MON2,KIF1B,ZC3H3,RHOBTB2,EXOC6B,ANKRD28,DENND5A,BICD2,VPS39,UBR4,RYBP,PATZ1,SERINC5,ZNF521,GEMIN5,PNKD,AUTS2,PITPNC1,FBXW8,EHF,B4GALT1,CCDC57,KANSL1,METRNL,GRK5,ZC3H7A,ZBTB48,IGSF3,UBAC2,DPPA3,INPP5D,ITIH1,SLC16A12,DIPK1A,BOLA3,ZNF662,LCAT,PPP1R12B,NFIA,OGDH,P2RY2,IL20,ISOC1,PAM16,TVP23B,ADIPOR1,CKLF,FZR1,PDE4D,PDE6A,ANAPC11,CAB39,GATB,PNN,GFOD1,NDFIP2,PDPR,TRAPPC14,PRG2,PRKCB,TRERF1,PRKCH,GLT8D1,BIN3,GNG12,ENTPD7,SLC45A4,PTAFR,SLC24A3,PTH2R,GRAMD1B,HEG1,SH3RF1,EP400,PTPRE,RALGDS,RPS6KA2,RREB1,TMBIM1,SMURF2,SMYD3,CREB3L2,SLC12A4,DST,THRA,TKT,TRIO,UBE2G1,TRIM26,ZNF215,RNF103,SLMAP,CSTPP1,MCPH1,ARHGEF5,RIN3,SLC66A2,OPA3,NPRL3,AKAP1,CAPG,AXIN1,ANXA9,TMEM117,MRPL45,MAP4K3,ZNRF1,NDST2,URI1,CREG1,MTMR3,BTRC,RPS6KA4,SNX21,DLG5,MAPKAPK2,CD9,BABAM2,RNF144A,MAML1,GAB2,SLC12A6"
CC,transport vesicle membrane,231,2,0.710448748540671,1,"SCGN,ZNRF1"
BP,positive regulation of endothelial cell migration,130,1,0.7108096809964827,1,ETS1
BP,positive regulation of cell development,443,4,0.7122966731509826,1,"FBXW8,INPP5D,IL20,PRKCH"
MF,calmodulin binding,204,2,0.7126031279766711,1,"UBR4,MAPKAPK2"
MF,monoatomic ion transmembrane transporter activity,716,6,0.7131669588819104,1,"CHP1,SLC45A4,SLC24A3,SLC12A4,ANXA9,SLC12A6"
MF,double-stranded DNA binding,1620,12,0.7131837694922017,1,"DNMT3A,ETS1,PATZ1,ZNF521,EHF,ZBTB48,ZNF662,NFIA,RREB1,SMYD3,CREB3L2,THRA,ZNF215"
BP,regulation of biological quality,2962,26,0.7133033412489945,1,"CEL,SCGN,CHP1,PARK7,AAK1,PNKD,P2RY2,PDE4D,PRKCB,PTAFR,HEG1,RPS6KA2,SLC12A4,THRA,SLMAP,CSTPP1,RIN3,SLC66A2,CAPG,NDST2,URI1,CREG1,BTRC,DLG5,MAPKAPK2,CD9,SLC12A6"
BP,actomyosin structure organization,207,2,0.713305918871945,1,"AKAP13,ARHGEF5"
BP,regulation of circadian rhythm,114,1,0.7134394792976155,1,BTRC
BP,response to UV,151,1,0.7145541198910699,1,MAP4K3
CC,"chromosome, telomeric region",169,1,0.7149021069348318,1,ZBTB48
BP,calcium ion transmembrane transport,348,3,0.7152865497675283,1,"FKBP1A,PDE4D,SLC24A3,ANXA9"
BP,DNA repair,589,4,0.7156334816696568,1,"PARK7,FZR1,EP400,BABAM2"
BP,positive regulation of apoptotic signaling pathway,145,1,0.7158889248043582,1,PARK7
BP,positive regulation of canonical Wnt signaling pathway,110,1,0.7167336086902297,1,SMURF2
MF,ribonucleoprotein complex binding,165,1,0.716790232981841,1,GEMIN5
BP,lysosomal transport,131,1,0.7170831826875494,1,VPS39
BP,negative regulation of protein metabolic process,998,7,0.7176707273167199,1,"CHP1,PARK7,FKBP1A,RYBP,PDE4D,HEG1,SH3RF1,AXIN1"
BP,nucleobase-containing compound catabolic process,489,3,0.7180490868029866,1,"PDE4D,ENTPD7,MAPKAPK2"
CC,Golgi stack,147,1,0.7186771360574793,1,B4GALT1
BP,regulation of viral process,168,1,0.7188403194202806,1,TRIM26
CC,clathrin-coated vesicle membrane,133,1,0.7191829526340703,1,CD9
BP,positive regulation of response to external stimulus,614,4,0.7193706440585333,1,"PARK7,ETS1,ZNRF1,MAPKAPK2"
BP,dendritic spine development,95,1,0.7197198559036928,1,DLG5
BP,organelle disassembly,146,1,0.7201171794587874,1,PARK7
MF,channel activity,498,4,0.7203237632596741,1,"SLC24A3,SLC12A4,ANXA9,SLC12A6"
BP,steroid metabolic process,326,2,0.7203902749929212,1,"LPCAT3,LCAT"
CC,lamellipodium,200,2,0.720501056348325,1,"SH3RF1,CAPG"
BP,regulation of reactive oxygen species metabolic process,146,1,0.7207707815383355,1,PARK7
BP,regulation of actin filament bundle assembly,106,1,0.7210130936362056,1,ARHGEF5
CC,exocytic vesicle,232,2,0.7210981580802758,1,"KIF1B,ZNRF1"
BP,positive regulation of cell junction assembly,106,1,0.7212417608823289,1,DLG5
MF,passive transmembrane transporter activity,499,4,0.7212981960210876,1,"SLC24A3,SLC12A4,ANXA9,SLC12A6"
BP,response to topologically incorrect protein,158,1,0.7215385875489762,1,CREB3L2
MF,GTPase activity,324,2,0.7217077251196882,1,"RHOBTB2,ENTPD7"
BP,ameboidal-type cell migration,496,4,0.7221088865336334,1,"ETS1,PATZ1,ADIPOR1,RREB1,SMURF2"
BP,cell cycle process,1303,10,0.7222677870328761,1,"EXOC6B,CCDC57,NFIA,FZR1,ANAPC11,PRKCB,BIN3,RPS6KA2,MCPH1,BABAM2"
MF,DNA-binding transcription factor activity,1419,10,0.7225959213994917,1,"ETS1,PATZ1,ZNF521,EHF,ZBTB48,ZNF662,NFIA,RREB1,CREB3L2,THRA,ZNF215"
BP,organic anion transport,442,3,0.7232569289708848,1,"ACSL1,SERINC5,SLC16A12"
BP,cell chemotaxis,321,2,0.7232832777354423,1,"CKLF,ARHGEF5,RIN3"
CC,ATPase complex,144,1,0.7234078131822271,1,EP400
BP,positive regulation of leukocyte cell-cell adhesion,272,2,0.7234097273080108,1,"ETS1,PTAFR"
BP,regulation of hydrolase activity,770,6,0.7235331570527878,1,"CHP1,PARK7,FKBP1A,SH3RF1,RALGDS,ARHGEF5,URI1"
BP,positive regulation of binding,126,1,0.7238210787286248,1,"PARK7,FKBP1A"
BP,positive regulation of GTPase activity,234,2,0.7244322872217043,1,"RALGDS,ARHGEF5"
BP,protein localization,2474,21,0.7246575661325865,1,"CHP1,PARK7,TTC7B,FKBP1A,AAK1,MON2,EXOC6B,BICD2,VPS39,UBAC2,PAM16,TVP23B,NDFIP2,PRKCB,PRKCH,BIN3,HEG1,TMBIM1,SMYD3,SLMAP,MCPH1,ARHGEF5,SNX21,DLG5"
BP,positive regulation of cation transmembrane transport,141,1,0.7249221614536878,1,CHP1
BP,female gamete generation,163,1,0.7266842093188608,1,RPS6KA2
BP,epithelial cell apoptotic process,143,1,0.7267206064125947,1,DNMT3A
BP,cilium organization,405,3,0.72672223698476,1,"FBXW8,CCDC57,TRAPPC14"
CC,trans-Golgi network,255,2,0.7270700900027847,1,"DENND5A,SLC66A2"
MF,sequence-specific DNA binding,1631,12,0.7273143985645028,1,"DNMT3A,ETS1,PATZ1,ZNF521,EHF,ZBTB48,ZNF662,NFIA,RREB1,SMYD3,CREB3L2,THRA,ZNF215"
BP,double-strand break repair,306,2,0.7273252225358956,1,"EP400,BABAM2"
MF,salt transmembrane transporter activity,584,5,0.7276368666694656,1,"CHP1,SLC24A3,SLC12A4,ANXA9,SLC12A6"
BP,regulation of blood circulation,258,2,0.7276510793879696,1,"PDE4D,THRA"
CC,adherens junction,188,2,0.727911002018799,1,"PARK7,DLG5"
BP,regulation of dendrite development,99,1,0.7284880404738286,1,FBXW8
CC,nuclear matrix,128,1,0.72850150597662,1,DNMT3A
BP,muscle structure development,694,6,0.7288190391277054,1,"AKAP13,FKBP1A,BIN3,HEG1,SMYD3,CD9,MAML1"
BP,regulation of actin cytoskeleton organization,333,3,0.729329833031821,1,"AKAP13,ARHGEF5,CAPG"
BP,regulation of cell junction assembly,213,2,0.7294876858801395,1,"PRKCH,DLG5"
CC,mitochondrial membrane,737,4,0.7298979055647272,1,"ACSL1,OGDH,PAM16,AKAP1,MRPL45"
BP,cellular response to glucose stimulus,135,1,0.7301696543014466,1,SLC12A6
BP,positive regulation of lymphocyte differentiation,129,1,0.7305036808218057,1,INPP5D
CC,cell periphery,5928,50,0.7306508012721491,1,"PATJ,AKAP13,CHP1,PARK7,CLC,TTC7B,DSC1,ZNRF2,FKBP1A,AAK1,RHOBTB2,EXOC6B,BICD2,UBR4,SERINC5,B4GALT1,GRK5,INPP5D,ITIH1,SLC16A12,P2RY2,ADIPOR1,PDE4D,PDE6A,PNN,TRAPPC14,PRG2,PRKCB,PRKCH,GNG12,PTAFR,SLC24A3,PTH2R,GRAMD1B,HEG1,PTPRE,RALGDS,TMBIM1,SMURF2,SLC12A4,DST,SLMAP,ARHGEF5,AXIN1,ANXA9,TMEM117,ZNRF1,DLG5,CD9,RNF144A,GAB2,SLC12A6"
BP,regulation of catalytic activity,1477,12,0.7309355161456927,1,"CHP1,PARK7,FKBP1A,SERINC5,FZR1,CAB39,HEG1,SH3RF1,RALGDS,TMBIM1,ARHGEF5,AXIN1,URI1,BTRC"
BP,cellular macromolecule localization,2484,21,0.7310089045997716,1,"CHP1,PARK7,TTC7B,FKBP1A,AAK1,MON2,EXOC6B,BICD2,VPS39,UBAC2,PAM16,TVP23B,NDFIP2,PRKCB,PRKCH,BIN3,HEG1,TMBIM1,SMYD3,SLMAP,MCPH1,ARHGEF5,SNX21,DLG5"
BP,regulation of cytokine-mediated signaling pathway,169,1,0.7310793421974272,1,MAPKAPK2
CC,spliceosomal complex,200,1,0.7310877887325888,1,PNN
BP,T cell activation,558,4,0.7313476850050564,1,"CLC,FKBP1A,PATZ1,ENTPD7,SH3RF1,DLG5"
MF,heterocyclic compound binding,6154,47,0.7313601973818658,1,"PARK7,ACSM6,DNMT3A,ETS1,ALDH2,ACSL1,FARSA,FKBP1A,AAK1,HMGXB3,KIF1B,ZC3H3,RHOBTB2,RYBP,PATZ1,ZNF521,GEMIN5,EHF,GRK5,ZC3H7A,ZBTB48,ZNF662,NFIA,OGDH,PDE4D,GATB,PNN,GFOD1,PRKCB,TRERF1,PRKCH,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SLC12A4,THRA,TKT,TRIO,UBE2G1,TRIM26,ZNF215,ARHGEF5,AKAP1,MRPL45,MAP4K3,RPS6KA4,MAPKAPK2"
BP,protein depolymerization,115,1,0.7315161896899031,1,CAPG
