ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,regulation of interleukin-18-mediated signaling pathway,4,0,0.999999999999999,1,
BP,regulation of renal albumin absorption,1,0,0.999999999999999,1,
BP,positive regulation of renal albumin absorption,1,0,0.999999999999999,1,
BP,negative regulation of metanephric mesenchymal cell migration,1,0,0.999999999999999,1,
BP,regulation of cellular response to testosterone stimulus,2,0,0.999999999999999,1,
BP,positive regulation of interleukin-1-mediated signaling pathway,1,0,0.999999999999999,1,
BP,regulation of inner ear receptor cell differentiation,9,0,0.999999999999999,1,
BP,negative regulation of skeletal muscle cell differentiation,5,0,0.999999999999999,1,
BP,positive regulation of endothelial cell chemotaxis,15,0,0.999999999999999,1,
BP,regulation of gamma-delta T cell activation involved in immune response,1,0,0.999999999999999,1,
BP,positive regulation of gamma-delta T cell activation involved in immune response,1,0,0.999999999999999,1,
BP,negative regulation of chloride transport,2,0,0.999999999999999,1,
BP,mitochondrial genome maintenance,30,0,0.9999999999999991,1,
BP,argininosuccinate metabolic process,1,0,0.9999999999999991,1,
BP,meiotic spindle organization,19,0,0.9999999999999991,1,
MF,C-8 sterol isomerase activity,1,0,0.9999999999999991,1,
BP,enzyme-directed rRNA pseudouridine synthesis,4,0,0.9999999999999991,1,
CC,Swr1 complex,13,0,0.9999999999999991,1,
CC,Hrd1p ubiquitin ligase complex,8,0,0.9999999999999991,1,
MF,interleukin-21 receptor activity,1,0,0.9999999999999991,1,
BP,gastric acid secretion,13,0,0.9999999999999991,1,
BP,inner cell mass cell differentiation,8,0,0.9999999999999991,1,
BP,epithelial cell maturation,24,0,0.9999999999999991,1,
MF,interleukin-33 binding,1,0,0.9999999999999991,1,
BP,astrocyte activation involved in immune response,4,0,0.9999999999999991,1,
BP,peripheral T cell tolerance induction,2,0,0.9999999999999991,1,
BP,mast cell chemotaxis,11,0,0.9999999999999991,1,
BP,regulation of the force of heart contraction by chemical signal,6,0,0.9999999999999991,1,
BP,pulmonary valve formation,2,0,0.9999999999999991,1,
MF,2-methylacyl-CoA dehydrogenase activity,1,0,0.9999999999999991,1,
MF,ATP adenylyltransferase activity,1,0,0.9999999999999991,1,
MF,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity,1,0,0.9999999999999991,1,
MF,"alcohol dehydrogenase activity, zinc-dependent",7,0,0.9999999999999991,1,
MF,argininosuccinate synthase activity,1,0,0.9999999999999991,1,
MF,cyclic-nucleotide phosphodiesterase activity,26,0,0.9999999999999991,1,
MF,diamine N-acetyltransferase activity,4,0,0.9999999999999991,1,
MF,ferrochelatase activity,1,0,0.9999999999999991,1,
MF,galactokinase activity,2,0,0.9999999999999991,1,
MF,dopamine beta-monooxygenase activity,3,0,0.9999999999999991,1,
MF,ribosomal protein S6 kinase activity,7,0,0.9999999999999991,1,RPS6KA1
MF,lysine-tRNA ligase activity,1,0,0.9999999999999991,1,
MF,ephrin receptor activity,18,0,0.9999999999999991,1,
MF,Notch binding,25,0,0.9999999999999991,1,
MF,gap junction channel activity,20,0,0.9999999999999991,1,
MF,soluble NSF attachment protein activity,3,0,0.9999999999999991,1,
CC,acetylcholine-gated channel complex,16,0,0.9999999999999991,1,
CC,zonula adherens,8,0,0.9999999999999991,1,
CC,connexin complex,20,0,0.9999999999999991,1,
CC,muscle tendon junction,4,0,0.9999999999999991,1,
BP,purine nucleobase metabolic process,20,0,0.9999999999999991,1,
BP,lysyl-tRNA aminoacylation,1,0,0.9999999999999991,1,
BP,octopamine biosynthetic process,3,0,0.9999999999999991,1,
BP,sphinganine-1-phosphate metabolic process,2,0,0.9999999999999991,1,
BP,galactosylceramide metabolic process,8,0,0.9999999999999991,1,
BP,galactosylceramide catabolic process,2,0,0.9999999999999991,1,
BP,androgen biosynthetic process,10,0,0.9999999999999991,1,
BP,cellular component disassembly involved in execution phase of apoptosis,32,0,0.9999999999999991,1,
BP,segment specification,17,0,0.9999999999999991,1,
BP,ultradian rhythm,2,0,0.9999999999999991,1,
CC,cyclin/CDK positive transcription elongation factor complex,6,0,0.9999999999999991,1,
BP,eye pigment granule organization,1,0,0.9999999999999991,1,
BP,Toll signaling pathway,11,0,0.9999999999999991,1,
CC,spectrin,9,0,0.9999999999999991,1,
BP,negative regulation of DNA replication,25,0,0.9999999999999991,1,
CC,oligosaccharyltransferase complex,14,0,0.9999999999999991,1,
MF,calcium-dependent protein kinase inhibitor activity,3,0,0.9999999999999991,1,
MF,JUN kinase binding,11,0,0.9999999999999991,1,
MF,translation activator activity,13,0,0.9999999999999991,1,
MF,corrinoid adenosyltransferase activity,1,0,0.9999999999999991,1,
BP,aspartate family amino acid biosynthetic process,21,0,0.9999999999999991,1,
BP,serine family amino acid biosynthetic process,19,0,0.9999999999999991,1,
BP,branched-chain amino acid catabolic process,21,0,0.9999999999999991,1,
BP,isoleucine biosynthetic process,3,0,0.9999999999999991,1,
BP,pyrimidine nucleoside triphosphate biosynthetic process,19,0,0.9999999999999991,1,
BP,pyrimidine ribonucleotide metabolic process,32,0,0.9999999999999991,1,
BP,putrescine metabolic process,8,0,0.9999999999999991,1,
BP,"regulation of mitotic cell cycle, embryonic",4,0,0.9999999999999991,1,
BP,vitamin E biosynthetic process,1,0,0.9999999999999991,1,
BP,miRNA catabolic process,19,0,0.9999999999999991,1,
BP,negative regulation of Schwann cell proliferation,8,0,0.9999999999999991,1,
BP,epithelial structure maintenance,34,0,0.9999999999999991,1,
BP,regulation of definitive erythrocyte differentiation,2,0,0.9999999999999991,1,
MF,calcium-dependent protein kinase regulator activity,3,0,0.9999999999999991,1,
BP,positive regulation of satellite cell activation involved in skeletal muscle regeneration,2,0,0.9999999999999991,1,
BP,regulation of skeletal muscle contraction by calcium ion signaling,7,0,0.9999999999999991,1,
BP,negative regulation of muscle adaptation,10,0,0.9999999999999991,1,
BP,response to muscle activity,28,0,0.9999999999999991,1,
MF,disulfide oxidoreductase activity,34,0,0.9999999999999991,1,
MF,glycerol transmembrane transporter activity,7,0,0.9999999999999991,1,
MF,L-aspartate transmembrane transporter activity,9,0,0.9999999999999991,1,
MF,glycine:sodium symporter activity,3,0,0.9999999999999991,1,
BP,copper ion import,7,0,0.9999999999999991,1,
BP,mercury ion transport,1,0,0.9999999999999991,1,
BP,C4-dicarboxylate transport,27,0,0.9999999999999991,1,
BP,polysaccharide transport,1,0,0.9999999999999991,1,
BP,glycerol transmembrane transport,7,0,0.9999999999999991,1,
BP,amino-acid betaine transport,13,0,0.9999999999999991,1,
BP,adenine transport,6,0,0.9999999999999991,1,
BP,cobalamin transport,9,0,0.9999999999999991,1,
BP,fatty-acyl-CoA transport,3,0,0.9999999999999991,1,
BP,polyprenol catabolic process,3,0,0.9999999999999991,1,
BP,glycoside metabolic process,21,0,0.9999999999999991,1,
BP,synaptic vesicle budding from endosome,2,0,0.9999999999999991,1,
MF,1-phosphatidylinositol-3-kinase activity,10,0,0.9999999999999991,1,
MF,"phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity",2,0,0.9999999999999991,1,
BP,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,23,0,0.9999999999999991,1,
MF,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,2,0,0.9999999999999991,1,
MF,tRNA (cytosine) methyltransferase activity,9,0,0.9999999999999991,1,
CC,SWI/SNF complex,30,0,0.9999999999999991,1,
MF,oxidative phosphorylation uncoupler activity,5,0,0.9999999999999991,1,
CC,meprin A complex,2,0,0.9999999999999991,1,
MF,"inositol-1,3,4-trisphosphate 4-phosphatase activity",2,0,0.9999999999999991,1,
BP,keratan sulfate biosynthetic process,16,0,0.9999999999999991,1,
MF,alcohol dehydrogenase [NAD(P)+] activity,10,0,0.9999999999999991,1,
MF,propionate CoA-transferase activity,1,0,0.9999999999999991,1,
BP,citrulline biosynthetic process,5,0,0.9999999999999991,1,
BP,lactate biosynthetic process,4,0,0.9999999999999991,1,
MF,retinol binding,16,0,0.9999999999999991,1,
MF,interleukin-8 binding,3,0,0.9999999999999991,1,
BP,spinal cord motor neuron cell fate specification,10,0,0.9999999999999991,1,
BP,oculomotor nerve development,4,0,0.9999999999999991,1,
BP,nucleus accumbens development,1,0,0.9999999999999991,1,
BP,smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,2,0,0.9999999999999991,1,
BP,commitment of neuronal cell to specific neuron type in forebrain,6,0,0.9999999999999991,1,
BP,corpus callosum development,26,0,0.9999999999999991,1,
BP,regulation of rhodopsin mediated signaling pathway,10,0,0.9999999999999991,1,
MF,GABA-gated chloride ion channel activity,13,0,0.9999999999999991,1,
CC,COPI vesicle coat,13,0,0.9999999999999991,1,
BP,positive regulation of blood coagulation,28,0,0.9999999999999991,1,
BP,chondroitin sulfate catabolic process,4,0,0.9999999999999991,1,
MF,protein phosphatase 2B binding,6,0,0.9999999999999991,1,
MF,ankyrin binding,19,0,0.9999999999999991,1,
BP,female genitalia development,19,0,0.9999999999999991,1,
CC,axolemma,15,0,0.9999999999999991,1,
CC,BLOC-2 complex,3,0,0.9999999999999991,1,
BP,developmental induction,34,0,0.9999999999999991,1,
BP,proteasome localization,2,0,0.9999999999999991,1,
CC,extrinsic component of external side of plasma membrane,2,0,0.9999999999999991,1,
CC,Myb complex,3,0,0.9999999999999991,1,
MF,angiotensin receptor binding,9,0,0.9999999999999991,1,
MF,myosin heavy chain binding,12,0,0.9999999999999991,1,
BP,GMP salvage,5,0,0.9999999999999991,1,
BP,melanosome localization,24,0,0.9999999999999991,1,
BP,interleukin-13 production,21,0,0.9999999999999991,1,
BP,regulation of interleukin-13 production,21,0,0.9999999999999991,1,
BP,transforming growth factor beta3 production,4,0,0.9999999999999991,1,
BP,regulation of transforming growth factor beta3 production,4,0,0.9999999999999991,1,
BP,response to hydroperoxide,18,0,0.9999999999999991,1,
BP,leptin-mediated signaling pathway,10,0,0.9999999999999991,1,
BP,geranylgeranyl diphosphate biosynthetic process,1,0,0.9999999999999991,1,
BP,negative regulation of mammary gland epithelial cell proliferation,4,0,0.9999999999999991,1,
BP,positive regulation of osteoblast proliferation,13,0,0.9999999999999991,1,
MF,pyridoxal phosphatase activity,3,0,0.9999999999999991,1,
MF,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity",2,0,0.9999999999999991,1,
MF,poly(G) binding,8,0,0.9999999999999991,1,
CC,low-density lipoprotein particle,12,0,0.9999999999999991,1,
MF,phosphatidylinositol phosphate 5-phosphatase activity,13,0,0.9999999999999991,1,
CC,SMN-Sm protein complex,17,0,0.9999999999999991,1,
MF,UDP-xylosyltransferase activity,11,0,0.9999999999999991,1,
BP,hypoxanthine transport,4,0,0.9999999999999991,1,
BP,transepithelial water transport,4,0,0.9999999999999991,1,
MF,MH2 domain binding,2,0,0.9999999999999991,1,
CC,NOS2-CD74 complex,1,0,0.9999999999999991,1,
BP,interleukin-12-mediated signaling pathway,9,0,0.9999999999999991,1,
BP,endothelial cell chemotaxis to fibroblast growth factor,10,0,0.9999999999999991,1,
MF,deubiquitinase activator activity,5,0,0.9999999999999991,1,
BP,oviduct epithelium development,3,0,0.9999999999999991,1,
BP,phenotypic switching,17,0,0.9999999999999991,1,
BP,peptidyl-serine autophosphorylation,8,0,0.9999999999999991,1,
BP,lymph vessel morphogenesis,23,0,0.9999999999999991,1,
BP,maintenance of unfolded protein,3,0,0.9999999999999991,1,
BP,regulation of signal transduction by receptor internalization,1,0,0.9999999999999991,1,
BP,interleukin-21-mediated signaling pathway,1,0,0.9999999999999991,1,
BP,ERBB3 signaling pathway,5,0,0.9999999999999991,1,
BP,regulation of dopamine metabolic process,19,0,0.9999999999999991,1,
CC,T cell receptor complex,13,0,0.9999999999999991,1,
BP,error-prone translesion synthesis,11,0,0.9999999999999991,1,
MF,xylosyltransferase activity,11,0,0.9999999999999991,1,
BP,melanin biosynthetic process,24,0,0.9999999999999991,1,
BP,catagen,4,0,0.9999999999999991,1,
MF,"MHC class II protein binding, via antigen binding groove",1,0,0.9999999999999991,1,
CC,ectoplasm,1,0,0.9999999999999991,1,
BP,positive regulation of leukocyte degranulation,24,0,0.9999999999999991,1,
MF,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",1,0,0.9999999999999991,1,
MF,"2-decaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",1,0,0.9999999999999991,1,
BP,regulation of pentose-phosphate shunt,7,0,0.9999999999999991,1,
BP,pigment accumulation,12,0,0.9999999999999991,1,
BP,cellular pigment accumulation,12,0,0.9999999999999991,1,
MF,methylbutanoate-CoA ligase activity,1,0,0.9999999999999991,1,
BP,positive regulation of vacuole organization,24,0,0.9999999999999991,1,
BP,clearance of foreign intracellular DNA,6,0,0.9999999999999991,1,
BP,double-strand break repair via single-strand annealing,8,0,0.9999999999999991,1,
MF,myosin II binding,13,0,0.9999999999999991,1,
BP,"mitotic cell cycle, embryonic",4,0,0.9999999999999991,1,
BP,regulation of monocyte differentiation,20,0,0.9999999999999991,1,
BP,negative regulation of myoblast differentiation,25,0,0.9999999999999991,1,
BP,negative regulation of steroid metabolic process,34,0,0.9999999999999991,1,
BP,CMP metabolic process,8,0,0.9999999999999991,1,
BP,octopamine metabolic process,3,0,0.9999999999999991,1,
BP,phosphatidylethanolamine metabolic process,28,0,0.9999999999999991,1,
BP,diacylglycerol metabolic process,27,0,0.9999999999999991,1,
BP,acetyl-CoA catabolic process,3,0,0.9999999999999991,1,
MF,glucosyltransferase activity,18,0,0.9999999999999991,1,
MF,metal chelating activity,1,0,0.9999999999999991,1,
MF,acyl-CoA hydrolase activity,23,0,0.9999999999999991,1,
MF,acylglycerol kinase activity,1,0,0.9999999999999991,1,
MF,cysteine-S-conjugate beta-lyase activity,2,0,0.9999999999999991,1,
BP,"positive regulation of mRNA splicing, via spliceosome",31,0,0.9999999999999991,1,
BP,negative regulation of short-term neuronal synaptic plasticity,1,0,0.9999999999999991,1,
BP,myoblast development,4,0,0.9999999999999991,1,
BP,skeletal muscle tissue growth,10,0,0.9999999999999991,1,
BP,otolith development,10,0,0.9999999999999991,1,
MF,thiamine triphosphate phosphatase activity,1,0,0.9999999999999991,1,
MF,"5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding",1,0,0.9999999999999991,1,
MF,"5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding",1,0,0.9999999999999991,1,
MF,"5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding",1,0,0.9999999999999991,1,
MF,LBD domain binding,7,0,0.9999999999999991,1,
MF,advanced glycation end-product receptor activity,1,0,0.9999999999999991,1,
BP,sensory perception of salty taste,4,0,0.9999999999999991,1,
BP,equilibrioception,7,0,0.9999999999999991,1,
BP,positive regulation of neurotrophin TRK receptor signaling pathway,5,0,0.9999999999999991,1,
BP,regulation of nerve growth factor receptor activity,1,0,0.9999999999999991,1,
BP,response to methylglyoxal,2,0,0.9999999999999991,1,
BP,regulation of acetylcholine uptake,1,0,0.9999999999999991,1,
BP,pointed-end actin filament capping,7,0,0.9999999999999991,1,
BP,protein de-ADP-ribosylation,5,0,0.9999999999999991,1,
BP,nitric-oxide synthase biosynthetic process,20,0,0.9999999999999991,1,
BP,regulation of nitric-oxide synthase biosynthetic process,20,0,0.9999999999999991,1,
BP,regulation of timing of catagen,4,0,0.9999999999999991,1,
BP,negative regulation of fibrinolysis,13,0,0.9999999999999991,1,
MF,phosphocholine phosphatase activity,1,0,0.9999999999999991,1,
MF,"inositol-3,4-bisphosphate 4-phosphatase activity",2,0,0.9999999999999991,1,
BP,negative regulation of sarcomere organization,1,0,0.9999999999999991,1,
BP,primitive erythrocyte differentiation,5,0,0.9999999999999991,1,
BP,cell adhesion molecule production,23,0,0.9999999999999991,1,
BP,positive regulation of cell adhesion molecule production,5,0,0.9999999999999991,1,
BP,regulation of atrial cardiac muscle cell membrane repolarization,8,0,0.9999999999999991,1,
BP,venous blood vessel development,16,0,0.9999999999999991,1,
BP,cell migration involved in heart development,21,0,0.9999999999999991,1,
BP,response to fungicide,7,0,0.9999999999999991,1,
BP,behavioral response to acetic acid induced pain,2,0,0.9999999999999991,1,
BP,Langerhans cell differentiation,3,0,0.9999999999999991,1,
BP,protein lipidation involved in autophagosome assembly,1,0,0.9999999999999991,1,
MF,neutral sphingomyelin phosphodiesterase activity,1,0,0.9999999999999991,1,
BP,late endosome to lysosome transport via multivesicular body sorting pathway,2,0,0.9999999999999991,1,
BP,xenobiotic transport across blood-nerve barrier,1,0,0.9999999999999991,1,
BP,regulation of mini excitatory postsynaptic potential,4,0,0.9999999999999991,1,
BP,R-loop processing,6,0,0.9999999999999991,1,
BP,radial spoke assembly,2,0,0.9999999999999991,1,
MF,testosterone 16-beta-hydroxylase activity,2,0,0.9999999999999991,1,
BP,enamel mineralization,21,0,0.9999999999999991,1,
BP,protein heterotrimerization,1,0,0.9999999999999991,1,
BP,positive regulation of thymocyte apoptotic process,4,0,0.9999999999999991,1,
BP,positive regulation of mucus secretion,5,0,0.9999999999999991,1,
BP,brown fat cell proliferation,2,0,0.9999999999999991,1,
BP,ERK5 cascade,5,0,0.9999999999999991,1,
BP,positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway,3,0,0.9999999999999991,1,
BP,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,6,0,0.9999999999999991,1,
MF,proteasome binding,17,0,0.9999999999999991,1,
MF,BMP receptor binding,11,0,0.9999999999999991,1,
BP,L-aspartate transmembrane transport,11,0,0.9999999999999991,1,
MF,serine binding,4,0,0.9999999999999991,1,
BP,regulation of phospholipid biosynthetic process,17,0,0.9999999999999991,1,
BP,response to interleukin-11,2,0,0.9999999999999991,1,
BP,cellular response to hydroperoxide,8,0,0.9999999999999991,1,
CC,"eukaryotic translation initiation factor 3 complex, eIF3m",7,0,0.9999999999999991,1,
BP,otic vesicle development,15,0,0.9999999999999991,1,
BP,negative regulation of chemokine (C-C motif) ligand 5 production,5,0,0.9999999999999991,1,
BP,intermediate-density lipoprotein particle clearance,1,0,0.9999999999999991,1,
BP,renal vesicle development,18,0,0.9999999999999991,1,
BP,glomerular epithelial cell development,12,0,0.9999999999999991,1,
BP,lactam metabolic process,3,0,0.9999999999999991,1,
BP,chromosome passenger complex localization to kinetochore,1,0,0.9999999999999991,1,
BP,type B pancreatic cell maturation,4,0,0.9999999999999991,1,
BP,response to dithiothreitol,2,0,0.9999999999999991,1,
BP,intracellular amino acid homeostasis,8,0,0.9999999999999991,1,
BP,endosome to lysosome transport of low-density lipoprotein particle,2,0,0.9999999999999991,1,
BP,regulation of synapse maturation,20,0,0.9999999999999991,1,
BP,positive regulation of mitochondrial fission,21,0,0.9999999999999991,1,
BP,regulation of platelet aggregation,27,0,0.9999999999999991,1,
BP,oxidative stress-induced premature senescence,4,0,0.9999999999999991,1,
CC,CERF complex,2,0,0.9999999999999991,1,
MF,2-(3-amino-3-carboxypropyl)histidine synthase activity,2,0,0.9999999999999991,1,
BP,cell differentiation involved in phenotypic switching,5,0,0.9999999999999991,1,
BP,cellular response to very-low-density lipoprotein particle stimulus,1,0,0.9999999999999991,1,
MF,adipokinetic hormone receptor activity,4,0,0.9999999999999991,1,
BP,plasma membrane selenite transport,1,0,0.9999999999999991,1,
BP,renal tubular secretion,19,0,0.9999999999999991,1,
BP,plasma membrane tubulation,19,0,0.9999999999999991,1,
MF,7SK snRNA binding,9,0,0.9999999999999991,1,
MF,structural molecule activity conferring elasticity,12,0,0.9999999999999991,1,
BP,thymus epithelium morphogenesis,2,0,0.9999999999999991,1,
CC,transcription preinitiation complex,13,0,0.9999999999999991,1,
CC,A axonemal microtubule,1,0,0.9999999999999991,1,
BP,double-strand break repair via alternative nonhomologous end joining,4,0,0.9999999999999991,1,
BP,neural tissue regeneration,3,0,0.9999999999999991,1,
CC,mucin granule,2,0,0.9999999999999991,1,
BP,response to interleukin-21,1,0,0.9999999999999991,1,
BP,cellular response to interleukin-21,1,0,0.9999999999999991,1,
MF,mechanosensitived potassium channel activity,1,0,0.9999999999999991,1,
BP,mini excitatory postsynaptic potential,4,0,0.9999999999999991,1,
CC,extrinsic component of postsynaptic membrane,8,0,0.9999999999999991,1,
BP,clearance of foreign intracellular nucleic acids,6,0,0.9999999999999991,1,
BP,retrograde trans-synaptic signaling by neuropeptide,1,0,0.9999999999999991,1,
BP,postsynapse to nucleus signaling pathway,6,0,0.9999999999999991,1,
MF,isobutyryl-CoA:FAD oxidoreductase activity,1,0,0.9999999999999991,1,
MF,farnesylcysteine lyase activity,1,0,0.9999999999999991,1,
BP,axon arborization,1,0,0.9999999999999991,1,
MF,diacylglyceride transfer activity,1,0,0.9999999999999991,1,
MF,phosphatidylglycerol transfer activity,1,0,0.9999999999999991,1,
MF,cerebroside transfer activity,1,0,0.9999999999999991,1,
BP,antibacterial innate immune response,6,0,0.9999999999999991,1,
MF,zinc:bicarbonate symporter activity,1,0,0.9999999999999991,1,
MF,endoplasmic reticulum-autophagosome adaptor activity,3,0,0.9999999999999991,1,
BP,DNA replication-dependent chromatin disassembly,3,0,0.9999999999999991,1,
BP,cGAS/STING signaling pathway,1,0,0.9999999999999991,1,
BP,positive regulation of protein localization to lysosome,3,0,0.9999999999999991,1,
BP,"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission",1,0,0.9999999999999991,1,
BP,postsynaptic dense core vesicle exocytosis,1,0,0.9999999999999991,1,
BP,regulation of postsynaptic dense core vesicle exocytosis,1,0,0.9999999999999991,1,
BP,regulation of protein-glutamine gamma-glutamyltransferase activity,2,0,0.9999999999999991,1,
BP,positive regulation of protein-glutamine gamma-glutamyltransferase activity,2,0,0.9999999999999991,1,
BP,regulation of transport across blood-brain barrier,1,0,0.9999999999999991,1,
BP,positive regulation of transport across blood-brain barrier,1,0,0.9999999999999991,1,
BP,negative regulation of cGAS/STING signaling pathway,1,0,0.9999999999999991,1,
MF,endoplasmic reticulum-organelle membrane tether activity,3,0,0.9999999999999991,1,
BP,positive regulation of hemostasis,28,0,0.9999999999999991,1,
BP,regulation of receptor binding,17,0,0.9999999999999991,1,
BP,regulation of cellular response to oxidative stress,25,0,0.9999999999999991,1,
BP,(R)-carnitine transport,3,0,0.9999999999999991,1,
BP,negative regulation of membrane depolarization during cardiac muscle cell action potential,1,0,0.9999999999999991,1,
MF,(R)-carnitine transmembrane transporter activity,3,0,0.9999999999999991,1,
BP,regulation of cargo loading into COPII-coated vesicle,2,0,0.9999999999999991,1,
BP,thioester transport,3,0,0.9999999999999991,1,
BP,positive regulation of store-operated calcium channel activity,5,0,0.9999999999999991,1,
BP,negative regulation of delayed rectifier potassium channel activity,11,0,0.9999999999999991,1,
BP,(R)-carnitine transmembrane transport,3,0,0.9999999999999991,1,
BP,semaphorin-plexin signaling pathway involved in axon guidance,14,0,0.9999999999999991,1,
BP,regulation of sperm capacitation,2,0,0.9999999999999991,1,
BP,calcium ion import into cytosol,2,0,0.9999999999999991,1,
BP,regulation of choline O-acetyltransferase activity,1,0,0.9999999999999991,1,
BP,positive regulation of choline O-acetyltransferase activity,1,0,0.9999999999999991,1,
BP,regulation of retina development in camera-type eye,1,0,0.9999999999999991,1,
BP,negative regulation of protein polyubiquitination,8,0,0.9999999999999991,1,
BP,positive regulation of ER to Golgi vesicle-mediated transport,4,0,0.9999999999999991,1,
BP,positive regulation of early endosome to recycling endosome transport,1,0,0.9999999999999991,1,
BP,mitotic DNA replication,16,0,0.9999999999999991,1,
BP,negative regulation of neurofibrillary tangle assembly,1,0,0.9999999999999991,1,
BP,regulation of lipid transport across blood-brain barrier,1,0,0.9999999999999991,1,
BP,positive regulation of lipid transport across blood-brain barrier,1,0,0.9999999999999991,1,
BP,protein localization to membrane raft,10,0,0.9999999999999991,1,
BP,positive regulation of protein maturation,27,0,0.9999999999999991,1,
BP,regulation of adherens junction organization,5,0,0.9999999999999991,1,
BP,establishment of protein localization to postsynaptic membrane,17,0,0.9999999999999991,1,
BP,cellular response to butyrate,1,0,0.9999999999999991,1,
BP,substantia propria of cornea development,2,0,0.9999999999999991,1,
BP,regulation of plasma membrane organization,17,0,0.9999999999999991,1,
BP,response to bisphenol A,3,0,0.9999999999999991,1,
BP,cellular response to bisphenol A,3,0,0.9999999999999991,1,
BP,response to acrylamide,2,0,0.9999999999999991,1,
BP,negative regulation of microglial cell activation,8,0,0.9999999999999991,1,
BP,cellular response to aldosterone,8,0,0.9999999999999991,1,
BP,positive regulation of adipose tissue development,10,0,0.9999999999999991,1,
BP,regulation of transcytosis,2,0,0.9999999999999991,1,
BP,positive regulation of transcytosis,2,0,0.9999999999999991,1,
BP,maintenance of unfolded protein involved in ERAD pathway,3,0,0.9999999999999991,1,
BP,regulation of endothelin production,1,0,0.9999999999999991,1,
BP,positive regulation of endothelin production,1,0,0.9999999999999991,1,
BP,regulation of free ubiquitin chain polymerization,2,0,0.9999999999999991,1,
BP,positive regulation of free ubiquitin chain polymerization,2,0,0.9999999999999991,1,
BP,regulation of termination of RNA polymerase II transcription,4,0,0.9999999999999991,1,
BP,negative regulation of connective tissue replacement involved in inflammatory response wound healing,1,0,0.9999999999999991,1,
BP,midbrain dopaminergic neuron differentiation,17,0,0.9999999999999991,1,
BP,regulation of membrane repolarization during atrial cardiac muscle cell action potential,2,0,0.9999999999999991,1,
BP,regulation of membrane repolarization during ventricular cardiac muscle cell action potential,5,0,0.9999999999999991,1,
BP,negative regulation of membrane repolarization during cardiac muscle cell action potential,4,0,0.9999999999999991,1,
BP,regulation of metallopeptidase activity,24,0,0.9999999999999991,1,
MF,P-type calcium transporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration,1,0,0.9999999999999991,1,
BP,regulation of apolipoprotein A-I-mediated signaling pathway,1,0,0.9999999999999991,1,
BP,negative regulation of apolipoprotein A-I-mediated signaling pathway,1,0,0.9999999999999991,1,
BP,negative regulation of connective tissue replacement,1,0,0.9999999999999991,1,
BP,response to thyrotropin-releasing hormone,2,0,0.9999999999999991,1,
BP,positive regulation of dense core granule exocytosis,1,0,0.9999999999999991,1,
BP,vascular associated smooth muscle cell differentiation involved in phenotypic switching,5,0,0.9999999999999991,1,
BP,regulation of retrograde trans-synaptic signaling by neuropeptide,1,0,0.9999999999999991,1,
BP,negative regulation of retrograde trans-synaptic signaling by neuropeptide,1,0,0.9999999999999991,1,
BP,regulation of heparan sulfate proteoglycan binding,1,0,0.9999999999999991,1,
BP,positive regulation of heparan sulfate proteoglycan binding,1,0,0.9999999999999991,1,
BP,regulation of cellular response to very-low-density lipoprotein particle stimulus,1,0,0.9999999999999991,1,
BP,regulation of cell differentiation involved in phenotypic switching,5,0,0.9999999999999991,1,
BP,regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching,5,0,0.9999999999999991,1,
BP,paranodal junction maintenance,2,0,0.9999999999999991,1,
CC,terminal web,4,0,0.9999999999999991,1,
MF,linear polyubiquitin binding,3,0,0.9999999999999991,1,
BP,mitochondrial manganese ion transmembrane transport,1,0,0.9999999999999991,1,
MF,mast cell secretagogue receptor activity,1,0,0.9999999999999991,1,
BP,negative regulation of cytoplasmic translational initiation in response to stress,1,0,0.9999999999999991,1,
CC,IRE1-RACK1-PP2A complex,2,0,0.9999999999999991,1,
BP,endothelin production,1,0,0.9999999999999991,1,
BP,negative regulation of macrophage apoptotic process,7,0,0.9999999999999991,1,
BP,regulation of T-helper 17 type immune response,32,0,0.9999999999999991,1,
BP,regulation of DNA topoisomerase (ATP-hydrolyzing) activity,5,0,0.9999999999999991,1,
BP,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,5,0,0.9999999999999991,1,
BP,negative regulation of monocyte extravasation,2,0,0.9999999999999991,1,
BP,positive regulation of interleukin-18-mediated signaling pathway,3,0,0.9999999999999991,1,
