probeID,best_comparison,min_fdr,min_p,n_comparisons_pass,beta_best,gene,chromosome,position
cg07410082,phenotype_signature_C1_vs_rest,0.00592143630600554,1.71307718607535e-7,1,-0.04821849862719012,NA,10,134140238
cg07415654,phenotype_signature_C1_vs_rest,0.00647947199189198,2.082325672154921e-7,1,-0.02434878787742513,ANKRD28,3,15756343
cg22864884,phenotype_signature_C1_vs_rest,0.00647947199189198,2.085400234099471e-7,2,-0.05791225201681938,NA,3,194575080
cg17248139,phenotype_signature_C1_vs_rest,0.00647947199189198,2.2170513257468866e-7,1,-0.04054475816902196,FLJ34503,6,113920710
cg14209284,phenotype_signature_C1_vs_rest,0.00647947199189198,2.246107322226019e-7,1,-0.05771654819433943,NA,15,67854346
cg17518643,phenotype_signature_C1_vs_rest,0.00647947199189198,2.2598537221115165e-7,1,-0.04249747485830565,UBAC2,13,99317019
cg14401395,phenotype_signature_C1_vs_rest,0.00647947199189198,2.368837339133834e-7,1,-0.08631200087675522,C7orf43,7,100156004
cg19448292,phenotype_signature_C1_vs_rest,0.00647947199189198,2.526919612151007e-7,1,-0.095474266621059,C20orf118,20,36875661
cg14667514,phenotype_signature_C1_vs_rest,0.00647947199189198,2.569231433145514e-7,1,-0.05156283663153953,NA,17,34239214
cg07337598,phenotype_signature_C1_vs_rest,0.00647947199189198,2.617484673554756e-7,1,-0.06614934110711336,ANXA9,1,150981467
cg14382708,phenotype_signature_C1_vs_rest,0.00647947199189198,2.6243244211228996e-7,1,-0.04046702564927701,LPCAT3,12,6996518
cg03181212,phenotype_signature_C1_vs_rest,0.00662452047215769,2.867323128400943e-7,1,-0.10867347960431606,AKAP13,15,85477232
cg11014921,phenotype_signature_C1_vs_rest,0.00662452047215769,2.911993378473449e-7,1,-0.05192781344008573,TRANK1,3,36974725
cg18943946,phenotype_signature_C1_vs_rest,0.00662452047215769,2.971736744482994e-7,1,-0.05551505992421568,ZZEF1,17,4008771
cg19876836,phenotype_signature_C1_vs_rest,0.00662452047215769,2.989708968030509e-7,1,-0.01578835630611631,TNIK,3,171445826
cg05597431,phenotype_signature_C2_vs_rest,0.00698570465863084,4.041942076527536e-8,1,-0.2265422951731043,AHRR,5,404205
cg11134013,phenotype_signature_C1_vs_rest,0.00698764819706045,3.314588358238861e-7,1,-0.05204360397048834,RALGDS,9,133136079
cg04336593,phenotype_signature_C1_vs_rest,0.00698764819706045,3.3153146214957396e-7,1,-0.04138360237982342,TRERF1,6,42411928
cg10113951,phenotype_signature_C1_vs_rest,0.00716017844339028,3.486250098688387e-7,1,-0.04888874199807472,MAML1,5,179773572
cg16588712,phenotype_signature_C1_vs_rest,0.00716017844339028,3.562887930199574e-7,1,-0.03941930094323291,DLG5,10,79619316
cg21686287,phenotype_signature_C1_vs_rest,0.00725396071837954,3.693496880279162e-7,1,-0.04420190696393095,EXOC6B,2,72794219
cg26150263,phenotype_signature_C1_vs_rest,0.00757425946740762,4.1264688960580355e-7,1,-0.05734077495625806,NA,2,161067945
cg22158603,phenotype_signature_C1_vs_rest,0.00757425946740762,4.216430855937054e-7,1,-0.07782181940818997,AXIN1,16,337629
cg17278724,phenotype_signature_C1_vs_rest,0.00757425946740762,4.22844745409253e-7,1,-0.08757287126882225,NA,1,229142381
cg10711145,phenotype_signature_C1_vs_rest,0.00757425946740762,4.317977457043112e-7,1,-0.05269211885956085,PHACTR4,1,28416620
cg16660617,phenotype_signature_C1_vs_rest,0.00757425946740762,4.322410358429305e-7,1,-0.05720548400105505,ZNRF1,16,75003686
cg10158330,phenotype_signature_C1_vs_rest,0.00757425946740762,4.497969076782472e-7,1,-0.02725801729753154,CDYL2,16,80615063
cg18367488,phenotype_signature_C1_vs_rest,0.00757425946740762,4.511338292346772e-7,1,-0.08755656636821095,NA,11,47916382
cg13859771,phenotype_signature_C1_vs_rest,0.00757425946740762,4.557780255154148e-7,1,-0.0585897600787445,ENTPD7,10,99661385
cg06795981,phenotype_signature_C1_vs_rest,0.00759210938692149,4.656377552870783e-7,1,-0.07557633946107936,CLC,19,40228577
cg11534339,phenotype_signature_C1_vs_rest,0.00778723886387885,5.081253267864492e-7,1,-0.04095434330641131,FARSA,19,12929658
cg26352718,phenotype_signature_C1_vs_rest,0.00778723886387885,5.160360614449413e-7,1,-0.04934539472932738,NA,7,35984781
cg15772013,phenotype_signature_C1_vs_rest,0.00778723886387885,5.20358310991435e-7,1,-0.0595923724928963,GOLGA3,12,132780950
cg23339014,phenotype_signature_C1_vs_rest,0.00778723886387885,5.375914698420868e-7,1,-0.11725263290385582,PRKCH,14,61533773
cg03214468,phenotype_signature_C1_vs_rest,0.00778723886387885,5.470601109937009e-7,1,-0.06039850098715293,MIR4633,5,129096796
cg13698578,phenotype_signature_C1_vs_rest,0.00778723886387885,5.473280677484114e-7,1,-0.05154681531259216,PRKCH,14,61516085
cg15323433,phenotype_signature_C1_vs_rest,0.00778723886387885,5.538869975567652e-7,1,-0.04091488399574871,PPP2R5C,14,101878637
cg06633463,phenotype_signature_C1_vs_rest,0.00778723886387885,5.546851279129099e-7,1,-0.05405014255409327,NA,11,123745703
cg04793634,phenotype_signature_C1_vs_rest,0.00778723886387885,5.637240040637076e-7,1,-0.04525786989147912,ERLIN2,8,37740476
cg06207917,phenotype_signature_C1_vs_rest,0.00778723886387885,5.677196238906671e-7,1,-0.04969171543112925,TMCC2,1,205255831
cg14248318,phenotype_signature_C1_vs_rest,0.00801096773419309,6.10944625216036e-7,1,-0.05240936242999903,CKLF,16,66563464
cg04973399,phenotype_signature_C1_vs_rest,0.00801096773419309,6.121221432137671e-7,1,-0.08808588684363645,MIR5095,16,48394014
cg18529857,phenotype_signature_C1_vs_rest,0.00801096773419309,6.172564880883691e-7,1,-0.06085854621922193,NA,1,120809607
cg19528703,phenotype_signature_C1_vs_rest,0.00801096773419309,6.273515388652073e-7,1,-0.0400770895086598,FAM69A,1,92852007
cg19613505,phenotype_signature_C1_vs_rest,0.00801096773419309,6.344383609837999e-7,1,-0.03513186326027298,NA,10,45599190
cg11265882,phenotype_signature_C1_vs_rest,0.00801096773419309,6.501164117054123e-7,1,-0.06751020315630174,LCORL,4,18012314
cg07307804,phenotype_signature_C1_vs_rest,0.00801096773419309,6.636229522722549e-7,1,-0.0300238902531884,NA,8,60885032
cg21588347,phenotype_signature_C1_vs_rest,0.00801096773419309,6.847484225687221e-7,1,-0.08001793753457573,TOP1,20,39667871
cg20337696,phenotype_signature_C1_vs_rest,0.00801096773419309,7.082774703677896e-7,1,-0.06951804226612422,SNX21,20,45836974
cg17285440,phenotype_signature_C1_vs_rest,0.00801096773419309,7.10912267177192e-7,2,-0.01626384165452168,CRTC3-AS1,15,90656303
cg22494062,phenotype_signature_C1_vs_rest,0.00801096773419309,7.119659861008237e-7,1,-0.02888387034455584,PARK7,1,8025379
cg24600621,phenotype_signature_C1_vs_rest,0.00801096773419309,7.128444888545946e-7,1,-0.03412371833232144,SLC16A12,10,89502991
cg02176951,phenotype_signature_C1_vs_rest,0.00801096773419309,7.170682089329789e-7,1,-0.0185894727410084,HMCN1,1,186121752
cg02091562,phenotype_signature_C1_vs_rest,0.00801096773419309,7.244730907387926e-7,1,-0.02890682400290944,BRD8,5,138171086
cg13070738,phenotype_signature_C1_vs_rest,0.00801096773419309,7.289321006131065e-7,1,-0.05401006455032717,ARHGEF5,7,144054288
cg08086385,phenotype_signature_C1_vs_rest,0.00801096773419309,7.495771937920835e-7,1,-0.0996288436052782,RYBP,3,72381060
cg14832684,phenotype_signature_C1_vs_rest,0.00801096773419309,7.553353473099653e-7,1,-0.03004696290021988,CCDC57,17,82118041
cg15421034,phenotype_signature_C1_vs_rest,0.00801096773419309,7.569857778707882e-7,1,-0.08288309257713733,EPB41,1,29033210
cg21672524,phenotype_signature_C1_vs_rest,0.00801096773419309,7.625596832829045e-7,1,-0.0645774154581018,ETFB,19,51858253
cg01602526,phenotype_signature_C1_vs_rest,0.00801096773419309,8.059162385651309e-7,1,-0.07157226691152169,NA,10,134140240
cg07818422,phenotype_signature_C1_vs_rest,0.00801096773419309,8.0848362245661e-7,1,-0.02760198145341044,WDFY2,13,51727810
cg12914151,phenotype_signature_C1_vs_rest,0.00801096773419309,8.183007300731473e-7,1,-0.02255619480765184,TEX2,17,64231787
cg01881464,phenotype_signature_C1_vs_rest,0.00801096773419309,8.251873874155619e-7,1,-0.02046804423699828,NA,21,32731768
cg23642826,phenotype_signature_C1_vs_rest,0.00801096773419309,8.314831681841841e-7,1,-0.06700325183331193,ZBTB48,1,6585403
cg16737869,phenotype_signature_C1_vs_rest,0.00801096773419309,8.602851663825683e-7,1,-0.03465218630510743,MPP1,23,154779310
cg02756198,phenotype_signature_C1_vs_rest,0.00801096773419309,8.618652472275235e-7,1,-0.05647999288784743,NA,12,43339680
cg14898318,phenotype_signature_C1_vs_rest,0.00801096773419309,8.650645461234481e-7,1,-0.10752739893982198,OPA3,19,46045657
cg20805961,phenotype_signature_C1_vs_rest,0.00801096773419309,8.714348394319937e-7,1,-0.03726886959575017,NA,1,90896084
cg04968217,phenotype_signature_C1_vs_rest,0.00801096773419309,8.755659594492324e-7,1,-0.06351029683870005,NA,15,58307339
cg00756464,phenotype_signature_C1_vs_rest,0.00801096773419309,8.77611637966577e-7,1,-0.0473392645581287,NA,5,32123335
cg14084609,phenotype_signature_C1_vs_rest,0.00801096773419309,8.840801534873973e-7,1,-0.07472276718003601,EVL,14,100144070
cg15697091,phenotype_signature_C1_vs_rest,0.00801096773419309,8.854435047088955e-7,1,-0.06324251363387955,DYRK1A,21,37413998
cg09700170,phenotype_signature_C1_vs_rest,0.00801096773419309,9.219347946969692e-7,1,-0.04154221944493713,WDR7,18,56660775
cg02564259,phenotype_signature_C1_vs_rest,0.00801096773419309,9.337902085525488e-7,1,-0.02491462492709434,SLC12A4,16,67944526
cg00728848,phenotype_signature_C1_vs_rest,0.00801096773419309,9.384932703056034e-7,1,-0.03664089613317498,C6orf114,6,13483600
cg09083139,phenotype_signature_C1_vs_rest,0.00801096773419309,9.395607631120336e-7,1,-0.03265648730292948,SMURF2,17,64641631
cg05180182,phenotype_signature_C1_vs_rest,0.00801096773419309,9.481521646103908e-7,1,-0.07149536104453519,NA,10,3624563
cg04549076,phenotype_signature_C1_vs_rest,0.00801096773419309,9.671427818383668e-7,1,-0.07724390935776998,PRG2,11,57390035
cg07602847,phenotype_signature_C1_vs_rest,0.00801096773419309,9.698881997471846e-7,1,-0.05291237941796248,DKFZp761E198,11,65777766
cg24440787,phenotype_signature_C1_vs_rest,0.00801096773419309,9.768126501307089e-7,1,-0.02021859686096536,CTNND1,11,57583546
cg02941852,phenotype_signature_C1_vs_rest,0.00801096773419309,9.772699525988932e-7,1,-0.04154702151771098,SRPK2,7,105389721
cg14007003,phenotype_signature_C1_vs_rest,0.00801096773419309,9.790910169867194e-7,1,-0.07226381021380832,NA,23,25107049
cg26529864,phenotype_signature_C1_vs_rest,0.00801096773419309,9.8265418563455e-7,1,-0.04219055192098396,BOLA3,2,74148776
cg27661078,phenotype_signature_C1_vs_rest,0.00804351147742809,9.959541007656128e-7,1,-0.04668208820430376,NA,6,14724711
cg20315954,phenotype_signature_C1_vs_rest,0.00812518391906321,1.0154693424985727e-6,1,-0.07877588872430077,PMP22,17,15233987
cg17519037,phenotype_signature_C1_vs_rest,0.00815055644673943,1.0293791077563203e-6,1,-0.05822898535860263,MRPL45,17,36452075
cg24198896,phenotype_signature_C1_vs_rest,0.00815055644673943,1.0449856765407146e-6,1,-0.02713929654622518,LSM2,6,31803067
cg13587621,phenotype_signature_C1_vs_rest,0.00815055644673943,1.046935915889886e-6,1,-0.06364482298265708,BICD2,9,92735702
cg03181373,phenotype_signature_C1_vs_rest,0.0082785555920858,1.0807513515078845e-6,1,-0.03418028502039715,PDPR,16,70151549
cg12842511,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1097994811350182e-6,1,-0.0579517463522623,PTPRE,10,128052933
cg15004902,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1098033851659457e-6,1,-0.07557480806865997,UBR4,1,19179079
cg25738218,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1240686536356009e-6,1,-0.07287350614708052,SLC29A1,6,44225676
cg08653021,phenotype_signature_C1_vs_rest,0.0082785555920858,1.124092429949406e-6,1,-0.0236080123709155,F5,1,169556712
cg11740027,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1380208146229936e-6,1,-0.02855309515724734,SELO,22,50651198
cg24362151,phenotype_signature_C1_vs_rest,0.0082785555920858,1.140297798905499e-6,1,-0.06141761570032744,GSTM3,1,109738164
cg01619618,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1431023916468037e-6,1,-0.0520972368209219,LINC01355,1,23284114
cg13107734,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1510181246767003e-6,1,-0.04106133830516753,SPIDR,8,47440672
cg04895895,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1774110131377631e-6,1,-0.05221757102555045,C1orf198,1,230870149
cg00213281,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1783030689755642e-6,1,-0.06097000569277183,KIF5C,2,148882253
cg10635061,phenotype_signature_C1_vs_rest,0.0082785555920858,1.1783370724439147e-6,1,-0.06310158442553962,FHL2,2,105438549
cg21575634,phenotype_signature_C1_vs_rest,0.00848991453567104,1.2182456355169117e-6,1,-0.06961651810722243,STX2,12,130825872
cg05490881,phenotype_signature_C1_vs_rest,0.0085096921999845,1.23615753296926e-6,1,-0.05724332261746611,DLST,14,74888420
cg07161642,phenotype_signature_C1_vs_rest,0.0085096921999845,1.24077849405897e-6,1,-0.02254502342004085,LINC01307,1,101814534
cg00584174,phenotype_signature_C1_vs_rest,0.00854263852961091,1.2554678959958272e-6,1,-0.07531321941628358,HRASLS5,11,63489931
cg02865193,phenotype_signature_C1_vs_rest,0.00875274617213044,1.3001033178408468e-6,1,-0.07717496521978973,AKAP1,17,57106584
cg24028828,phenotype_signature_C1_vs_rest,0.00875274617213044,1.30660376438963e-6,1,-0.04720545040062158,CS,12,56301148
cg27096404,phenotype_signature_C1_vs_rest,0.00876758799078622,1.3242300576627322e-6,1,-0.03862859760266048,PAG1,8,81028405
cg05731560,phenotype_signature_C1_vs_rest,0.00876758799078622,1.336030598054719e-6,1,-0.05673329199571061,NA,16,85534712
cg07174195,phenotype_signature_C1_vs_rest,0.00876758799078622,1.3487538205712946e-6,1,-0.03104396004264414,CLNK,4,10520578
cg07185592,phenotype_signature_C1_vs_rest,0.00876758799078622,1.34940288603691e-6,1,-0.04397069471335941,DENND1B,1,197763875
cg02179849,phenotype_signature_C1_vs_rest,0.00877667895948354,1.3609584663008308e-6,1,-0.07425457997122895,KANSL1,17,46046255
cg16760840,phenotype_signature_C1_vs_rest,0.00905310581918069,1.414298972390729e-6,1,-0.0723251327891787,CHP1,15,41233637
cg07574908,phenotype_signature_C1_vs_rest,0.0090702538924728009,1.4364801540904334e-6,2,-0.04575580999505634,HECTD4,12,112327845
cg17718238,phenotype_signature_C1_vs_rest,0.0090702538924728009,1.437970152552762e-6,1,-0.06490915930250808,ACSL1,4,184823177
cg23178790,phenotype_signature_C1_vs_rest,0.00910081161716255,1.4558994441861478e-6,1,-0.04447791084375147,FNDC3B,3,172147399
cg18630390,phenotype_signature_C1_vs_rest,0.00910081161716255,1.4638776682639113e-6,1,-0.08195383605075769,MAP1LC3B2,12,116996479
cg25795107,phenotype_signature_C1_vs_rest,0.00913302277422459,1.4821523336683458e-6,1,-0.04193923914821577,NA,4,157012998
cg09967994,phenotype_signature_C1_vs_rest,0.00913302277422459,1.4917618624738222e-6,1,-0.06782394811802811,NA,21,14452392
cg22494377,phenotype_signature_C1_vs_rest,0.00913302277422459,1.5007651824446305e-6,1,-0.03525412256162784,GAB2,11,78311965
cg22445447,phenotype_signature_C1_vs_rest,0.00934711905456177,1.5589065580037209e-6,1,-0.03437564759251332,RTF1,15,41712591
cg22080845,phenotype_signature_C1_vs_rest,0.00934711905456177,1.5613142899362406e-6,1,-0.04056428622596066,NA,10,43415676
cg17138920,phenotype_signature_C1_vs_rest,0.00934711905456177,1.5683956791298946e-6,1,-0.06326213295878817,GALNT10,5,154285185
cg11958476,phenotype_signature_C1_vs_rest,0.00943932320450335,1.5947902543273509e-6,1,-0.03410792531342704,NA,17,73182764
cg05868473,phenotype_signature_C1_vs_rest,0.00952437681602924,1.6282297134348754e-6,1,-0.04794520837665,RASGRP1,15,38559258
cg11522179,phenotype_signature_C1_vs_rest,0.00952437681602924,1.653102701071747e-6,1,-0.07595879148006306,NA,17,21273151
cg16530324,phenotype_signature_C1_vs_rest,0.00952437681602924,1.6680183988056435e-6,1,-0.07460342381803334,NA,17,3921305
cg21500092,phenotype_signature_C1_vs_rest,0.00952437681602924,1.67303507597514e-6,1,-0.07668212035528957,UBE2G1,17,4341911
cg01115938,phenotype_signature_C1_vs_rest,0.00952437681602924,1.6809568806613243e-6,1,-0.08006212732027265,NA,8,86512666
cg18025812,phenotype_signature_C1_vs_rest,0.00952437681602924,1.6879936150662289e-6,1,-0.02303962520724322,NA,6,87932516
cg10046114,phenotype_signature_C1_vs_rest,0.00952437681602924,1.6960440842905731e-6,1,-0.08389346496733727,TTC7B,14,90805694
cg17413460,phenotype_signature_C1_vs_rest,0.00952437681602924,1.6973333738375928e-6,1,-0.07473426901764288,HAL,12,95973524
cg14617280,phenotype_signature_C1_vs_rest,0.0095871335516887,1.7201911730035051e-6,1,-0.09952903934645987,CREG1,1,167542869
cg11891609,phenotype_signature_C1_vs_rest,0.0095871335516887,1.730705748599133e-6,1,-0.01925007904486127,SF3B1,2,197400416
cg19835792,phenotype_signature_C1_vs_rest,0.00971958786046182,1.7658644475653672e-6,1,-0.02501638726026717,EPB41L2,6,130884588
cg08868330,phenotype_signature_C1_vs_rest,0.00979185223503122,1.7903246803050083e-6,1,-0.03172839376965002,ZNF699,19,9306466
cg26057482,phenotype_signature_C1_vs_rest,0.0097937126520095,1.8109801266250532e-6,1,-0.08521526687336729,HMGXB3,5,150050361
cg14147213,phenotype_signature_C1_vs_rest,0.0097937126520095,1.8184785031232849e-6,1,-0.03312174223826105,MTCL1,18,8797046
cg06845438,phenotype_signature_C1_vs_rest,0.0097937126520095,1.824664800837734e-6,1,-0.03327982717761401,ZNF662,3,42905280
cg08761605,phenotype_signature_C1_vs_rest,0.00985377250876065,1.847257364930275e-6,1,-0.04428600326650968,PDE4D,5,59358367
cg26584983,phenotype_signature_C1_vs_rest,0.01010616671538081,1.906267849414308e-6,1,-0.03422238731043849,NA,12,93405199
cg01119571,phenotype_signature_C1_vs_rest,0.01015178712912809,1.9333020301287314e-6,1,-0.06825647350400288,NA,7,135856819
cg03124794,phenotype_signature_C1_vs_rest,0.01015178712912809,1.93836833833184e-6,1,-0.05193226208884187,LINC00114,21,40114467
cg20555018,phenotype_signature_C1_vs_rest,0.01026541611814889,1.983424227597953e-6,1,-0.01767822495736097,TCF12,15,57143470
cg08810881,phenotype_signature_C1_vs_rest,0.01026541611814889,1.9838228595558022e-6,1,-0.01655094122557958,LINC00888,3,183450887
cg26624628,phenotype_signature_C1_vs_rest,0.010332922281697,2.031963434835671e-6,1,-0.07679481676891943,NA,16,67423760
cg26323242,phenotype_signature_C1_vs_rest,0.010332922281697,2.032587031944759e-6,1,-0.05363909950337352,USP19,3,49110787
cg26145152,phenotype_signature_C1_vs_rest,0.010332922281697,2.032740522371633e-6,1,-0.06502867368334612,NA,1,67697926
cg22502715,phenotype_signature_C2_vs_rest,0.01042123720638623,7.235697335459201e-8,1,0.12023894756640433,ZNF695,1,247008270
cg12727576,phenotype_signature_C1_vs_rest,0.01043291219265445,2.076442332948617e-6,1,-0.03434949798912715,PDZD8,10,117322742
cg18115488,phenotype_signature_C1_vs_rest,0.01043291219265445,2.102179673843245e-6,1,-0.05217388726145008,RNF144A,2,6927105
cg01295798,phenotype_signature_C1_vs_rest,0.01043291219265445,2.1069185902904747e-6,1,-0.05728137139713663,LINC01146,14,88036161
cg05642098,phenotype_signature_C1_vs_rest,0.01043291219265445,2.123741256390022e-6,1,-0.0790850347984564,BRE,2,28327890
cg06164953,phenotype_signature_C1_vs_rest,0.01043291219265445,2.1264960040759494e-6,1,-0.05643454115153818,NA,1,26546574
cg15488596,phenotype_signature_C1_vs_rest,0.01043291219265445,2.130190932190891e-6,1,-0.05214082243945614,C1orf26,1,185284363
cg26011752,phenotype_signature_C1_vs_rest,0.01043291219265445,2.1415266249139246e-6,1,-0.04140703676447078,PIK3R3,1,46084937
cg09166450,phenotype_signature_C1_vs_rest,0.01043291219265445,2.1489950498205096e-6,1,-0.09990548474491692,FBXW8,12,117000402
cg14206516,phenotype_signature_C1_vs_rest,0.01043543591114874,2.161590817466863e-6,1,-0.05592501161396457,TNN,1,175130336
cg01139080,phenotype_signature_C1_vs_rest,0.01067864394557393,2.2243261720198618e-6,1,-0.09422848639417292,PCYT1A,3,196247478
cg20345674,phenotype_signature_C1_vs_rest,0.01068545532117088,2.247234924616665e-6,1,-0.06692699618101067,CACNA1D,3,53650511
cg09012511,phenotype_signature_C1_vs_rest,0.01068545532117088,2.2504754585456053e-6,1,-0.08248805113819545,LRIG1,3,66439056
cg15634144,phenotype_signature_C1_vs_rest,0.01081772329744579,2.2957276322288545e-6,1,-0.09130914721114446,RREB1,6,7119709
cg07910043,phenotype_signature_C1_vs_rest,0.01081772329744579,2.3061098256674317e-6,1,-0.06255977854044042,LRRC8C,1,89701849
cg07788158,phenotype_signature_C1_vs_rest,0.01081772329744579,2.316530322134321e-6,1,-0.05334730396335948,RGS9,17,65174255
cg20636743,phenotype_signature_C1_vs_rest,0.01081772329744579,2.3284058051418244e-6,1,-0.06999445559404448,NA,6,34277491
cg19466875,phenotype_signature_C1_vs_rest,0.01086870825573848,2.3519571138215227e-6,1,-0.02956985930314623,AUTS2,7,69603082
cg05720226,phenotype_signature_C1_vs_rest,0.01091767854992394,2.3774958057672624e-6,1,-0.04649901208188509,ST7,7,117146543
cg00453636,phenotype_signature_C1_vs_rest,0.01091767854992394,2.395645258072773e-6,1,-0.05811452568281487,AXIN1,16,307298
cg04317648,phenotype_signature_C1_vs_rest,0.01091767854992394,2.4083318871225822e-6,1,-0.09424862423530328,LOC102724552,1,8425316
cg24736010,phenotype_signature_C1_vs_rest,0.01091767854992394,2.4168378107681793e-6,1,-0.01431625255227505,NA,11,110070539
cg12383160,phenotype_signature_C1_vs_rest,0.01091767854992394,2.4367327094148957e-6,1,-0.05324560410031229,FBXW8,12,117025488
cg01711761,phenotype_signature_C1_vs_rest,0.01091767854992394,2.4514612413646533e-6,1,-0.04852380402904756,COL15A1,9,98943096
cg06460944,phenotype_signature_C1_vs_rest,0.01091767854992394,2.458650871541744e-6,1,-0.03483395873810768,SLC24A3,20,19213659
cg11310939,phenotype_signature_C1_vs_rest,0.01091767854992394,2.4636259792665747e-6,1,-0.0746072708678712,MARCH3,5,126921424
cg10704177,phenotype_signature_C1_vs_rest,0.01097997717649213,2.494246371802416e-6,1,-0.1146837402179252,INADL,1,62209607
cg13793407,phenotype_signature_C1_vs_rest,0.01097997717649213,2.503096103195908e-6,1,-0.06620858368455015,DLGAP1,18,3721324
cg09800745,phenotype_signature_C1_vs_rest,0.01101592159291776,2.536049055609416e-6,1,-0.06555731709368402,NA,12,104414797
cg19071507,phenotype_signature_C1_vs_rest,0.01101592159291776,2.5367856545962217e-6,1,-0.03304111651661089,NA,2,70005437
cg09968549,phenotype_signature_C1_vs_rest,0.01103131757026099,2.5532657822065405e-6,1,-0.06658439699577003,MEF2D,1,156483513
cg08368905,phenotype_signature_C1_vs_rest,0.01103131757026099,2.5658620608671393e-6,1,-0.0570813153839672,KIF1B,1,10381088
cg14176303,phenotype_signature_C1_vs_rest,0.01106676350766429,2.5869132149762864e-6,2,-0.02574138525237954,SH3BP5-AS1,3,15261861
